"ST";"CLV";"Resp.";"COV";"EDUC";"EMPS";"GEN";"INC";"LOCC";"MARS";"MPA";"MSLC";"MSPI";"NOP";"PT";"TCA";"VC";"VS"
"WASH";2763.519279;"No";"BAS";"BACH";"EMP";"F";56274;"SUBU";"MAR";69;32;5;1;"CORP";384.811147;"2D";"M"
"OR";8181.715637;"No";"BAS";"BACH";"UNEMP";"F";0;"SUBU";"MAR";109;25;93;4;"CORP";523.2;"SUV";"M"
"OR";6744.190752;"No";"EXT";"HSOB";"UNEMP";"M";0;"SUBU";"MAR";90;3;74;4;"PERS";547.912576;"4D";"M"
"AR";4995.1712;"No";"BAS";"COLL";"RET";"F";10787;"SUBU";"DIV";71;33;25;8;"PERS";697.798804;"2D";"S"
"CAL";4834.797545;"No";"BAS";"COLL";"EMP";"F";32017;"SUBU";"MAR";62;9;10;7;"PERS";297.6;"4D";"S"
"NEV";8763.449964;"No";"EXT";"HSOB";"DIS";"M";20132;"SUBU";"DIV";86;5;61;2;"CORP";412.8;"4D";"S"
"OR";30718.8124;"No";"BAS";"BACH";"EMP";"F";90607;"RUR";"SING";109;1;48;2;"SPEC";243.467617;"SUV";"M"
"OR";5849.486464;"No";"BAS";"BACH";"EMP";"F";67511;"SUBU";"MAR";73;3;5;8;"PERS";350.4;"4D";"S"
"OR";3118.927949;"No";"EXT";"COLL";"EMP";"F";88782;"URB";"DIV";78;6;38;1;"PERS";357.757645;"4D";"L"
"CAL";5174.689686;"No";"BAS";"COLL";"EMP";"F";55290;"RUR";"MAR";65;26;33;4;"PERS";13.874775;"4D";"M"
"NEV";8810.89555;"No";"PREM";"BACH";"EMP";"F";76266;"RUR";"SING";110;24;88;3;"PERS";155.708627;"2D";"M"
"OR";12357.11512;"No";"BAS";"BACH";"UNEMP";"M";0;"SUBU";"SING";182;4;34;5;"PERS";1953.87972;"LUXS";"M"
"OR";12495.73971;"No";"BAS";"BACH";"UNEMP";"M";0;"SUBU";"SING";61;32;85;2;"CORP";292.8;"2D";"M"
"CAL";8473.46358;"No";"BAS";"HSOB";"UNEMP";"F";0;"SUBU";"SING";116;0;8;8;"SPEC";1148.461246;"SPO";"M"
"CAL";3530.007745;"No";"PREM";"BACH";"UNEMP";"M";0;"SUBU";"SING";108;7;55;1;"CORP";777.6;"2D";"M"
"AR";10808.06597;"No";"EXT";"HSOB";"EMP";"M";31063;"SUBU";"MAR";92;20;19;2;"PERS";441.6;"4D";"S"
"OR";3115.704933;"No";"EXT";"COLL";"EMP";"M";54420;"SUBU";"SING";80;27;0;1;"PERS";576;"4D";"M"
"OR";3383.445647;"No";"EXT";"HSOB";"UNEMP";"F";0;"SUBU";"SING";97;23;38;1;"CORP";698.4;"2D";"M"
"CAL";9031.214859;"Yes";"EXT";"MAST";"UNEMP";"F";0;"SUBU";"SING";122;15;47;9;"PERS";650.52179;"SPO";"M"
"CAL";5846.114411;"No";"PREM";"HSOB";"EMP";"M";85956;"URB";"MAR";145;0;85;1;"CORP";510.381882;"SUV";"S"
"CAL";7712.436971;"No";"EXT";"MAST";"EMP";"F";63624;"RUR";"MAR";95;10;5;5;"PERS";175.243467;"4D";"M"
"OR";11029.92619;"No";"EXT";"BACH";"EMP";"F";37056;"SUBU";"MAR";92;12;7;2;"PERS";441.6;"4D";"S"
"OR";5375.821564;"No";"BAS";"BACH";"EMP";"M";66844;"RUR";"MAR";70;11;80;5;"PERS";104.977375;"4D";"M"
"OR";14083.97061;"No";"BAS";"COLL";"EMP";"F";74916;"RUR";"SING";62;8;34;2;"PERS";123.490337;"2D";"M"
"CAL";6005.847375;"Yes";"EXT";"COLL";"RET";"M";13528;"SUBU";"SING";86;21;35;3;"PERS";412.8;"4D";"M"
"CAL";5759.011129;"No";"BAS";"BACH";"EMP";"F";30968;"RUR";"MAR";74;10;89;8;"CORP";45.425684;"2D";"M"
"AR";9112.041503;"No";"BAS";"BACH";"DIS";"F";25198;"SUBU";"MAR";118;26;36;4;"PERS";566.4;"SUV";"S"
"CAL";6165.864761;"No";"EXT";"HSOB";"EMP";"F";60884;"SUBU";"MAR";77;10;56;4;"PERS";491.848498;"4D";"S"
"AR";3548.148767;"No";"EXT";"DOCT";"EMP";"F";76114;"SUBU";"MAR";88;6;97;1;"PERS";422.4;"4D";"M"
"OR";10215.77915;"No";"BAS";"BACH";"DIS";"F";18150;"URB";"MAR";67;17;34;2;"CORP";220.304649;"4D";"M"
"OR";13167.60512;"No";"BAS";"BACH";"EMP";"F";54684;"URB";"MAR";111;13;15;2;"CORP";302.137164;"SPO";"M"
"NEV";4387.31087;"No";"BAS";"MAST";"EMP";"M";48015;"SUBU";"MAR";110;24;57;1;"CORP";528;"SPO";"M"
"CAL";21766.83059;"No";"PREM";"HSOB";"UNEMP";"F";0;"SUBU";"MAR";290;11;18;5;"PERS";1550.596808;"LUX";"M"
"AR";5867.12642;"No";"BAS";"COLL";"EMP";"F";27880;"URB";"MAR";74;4;9;5;"PERS";199.444294;"4D";"L"
"WASH";5015.009472;"Yes";"EXT";"BACH";"EMP";"F";48567;"SUBU";"SING";130;12;15;1;"CORP";624;"SUV";"M"
"CAL";6265.343299;"Yes";"EXT";"DOCT";"UNEMP";"F";0;"SUBU";"MAR";84;18;25;4;"PERS";481.025786;"4D";"M"
"AR";6005.214792;"Yes";"EXT";"HSOB";"EMP";"M";26876;"SUBU";"SING";76;17;72;8;"PERS";364.8;"4D";"M"
"OR";4815.532839;"No";"BAS";"BACH";"EMP";"M";80355;"RUR";"DIV";62;26;33;3;"CORP";83.390706;"2D";"M"
"OR";6271.315156;"No";"EXT";"COLL";"EMP";"F";94880;"URB";"SING";79;18;73;3;"SPEC";347.595108;"4D";"M"
"CAL";7416.197322;"No";"EXT";"BACH";"UNEMP";"M";0;"SUBU";"SING";77;15;12;2;"PERS";554.4;"4D";"M"
"AR";3214.979402;"No";"EXT";"BACH";"EMP";"M";53984;"SUBU";"DIV";80;15;62;1;"CORP";421.484456;"4D";"S"
"WASH";26900.27013;"No";"BAS";"BACH";"EMP";"F";63009;"URB";"MAR";112;17;49;2;"PERS";485.286815;"SPO";"S"
"CAL";8828.933996;"No";"PREM";"HSOB";"EMP";"F";86721;"URB";"DIV";110;20;99;3;"CORP";372.594847;"2D";"M"
"CAL";2397.036098;"Yes";"BAS";"HSOB";"RET";"F";22283;"SUBU";"DIV";65;16;93;1;"PERS";572.072106;"4D";"M"
"CAL";4626.801093;"Yes";"BAS";"MAST";"EMP";"F";79487;"SUBU";"DIV";114;20;87;1;"PERS";547.2;"SUV";"M"
"CAL";8002.308333;"Yes";"BAS";"COLL";"UNEMP";"F";0;"SUBU";"MAR";107;3;65;3;"CORP";513.6;"SUV";"M"
"NEV";8858.352032;"No";"EXT";"COLL";"UNEMP";"F";0;"RUR";"MAR";80;6;28;2;"PERS";81.255741;"2D";"L"
"AR";7269.338677;"No";"EXT";"COLL";"EMP";"M";20407;"RUR";"MAR";95;33;6;8;"CORP";36.97749;"4D";"M"
"AR";2886.232446;"No";"BAS";"DOCT";"EMP";"M";52972;"SUBU";"SING";74;3;68;1;"SPEC";355.2;"4D";"M"
"OR";4101.935985;"No";"PREM";"HSOB";"UNEMP";"M";0;"SUBU";"SING";115;1;34;1;"PERS";552;"2D";"M"
"CAL";3659.18314;"No";"BAS";"HSOB";"UNEMP";"F";0;"SUBU";"SING";106;34;39;1;"PERS";763.2;"SUV";"M"
"OR";5475.337618;"No";"BAS";"BACH";"EMP";"F";88251;"URB";"MAR";68;3;2;3;"PERS";267.214383;"4D";"M"
"CAL";5438.696611;"No";"EXT";"BACH";"EMP";"F";52721;"URB";"MAR";136;34;29;1;"PERS";550.127548;"SUV";"M"
"OR";7726.993623;"No";"BAS";"HSOB";"EMP";"F";87620;"RUR";"MAR";64;3;15;2;"PERS";24.063693;"4D";"M"
"NEV";7562.824036;"No";"BAS";"BACH";"UNEMP";"F";0;"SUBU";"SING";73;23;91;2;"PERS";350.4;"4D";"L"
"CAL";6980.325287;"No";"BAS";"BACH";"UNEMP";"M";0;"SUBU";"SING";67;20;14;2;"CORP";321.6;"4D";"M"
"OR";3903.802262;"No";"EXT";"HSOB";"EMP";"M";51833;"RUR";"DIV";99;1;18;1;"PERS";190.509609;"4D";"M"
"CAL";24706.92011;"No";"BAS";"HSOB";"ML";"M";26307;"URB";"MAR";73;26;1;2;"PERS";313.192439;"4D";"M"
"OR";4932.916345;"No";"BAS";"BACH";"EMP";"F";37260;"RUR";"MAR";62;19;42;8;"CORP";15.437681;"4D";"M"
"OR";2521.555686;"No";"BAS";"BACH";"EMP";"M";53703;"RUR";"SING";67;3;45;1;"SPEC";67.632476;"4D";"M"
"OR";2693.606981;"No";"BAS";"HSOB";"UNEMP";"F";0;"SUBU";"SING";74;22;3;1;"PERS";355.2;"4D";"S"
"NEV";6715.59268;"No";"EXT";"HSOB";"RET";"M";21835;"SUBU";"MAR";90;6;78;7;"CORP";432;"2D";"M"
"CAL";2497.543631;"No";"BAS";"HSOB";"RET";"F";15520;"SUBU";"MAR";66;21;16;1;"PERS";316.8;"2D";"M"
"CAL";16973.74021;"No";"PREM";"HSOB";"EMP";"M";69497;"RUR";"MAR";142;30;31;2;"PERS";92.286763;"SUV";"M"
"OR";3113.338974;"No";"EXT";"BACH";"EMP";"F";85586;"RUR";"MAR";77;11;55;1;"PERS";13.444132;"2D";"M"
"AR";6307.497245;"No";"EXT";"BACH";"UNEMP";"M";0;"SUBU";"MAR";88;16;28;7;"PERS";422.4;"4D";"S"
"AR";9080.639651;"No";"BAS";"BACH";"EMP";"F";33897;"URB";"MAR";114;15;67;8;"CORP";539.843003;"SUV";"S"
"NEV";8157.933629;"No";"PREM";"HSOB";"EMP";"M";86811;"SUBU";"MAR";102;19;22;5;"CORP";489.6;"4D";"S"
"CAL";8793.521303;"No";"BAS";"HSOB";"EMP";"M";72897;"SUBU";"MAR";73;26;96;2;"PERS";507.709291;"2D";"M"
"AR";2913.493264;"No";"BAS";"COLL";"EMP";"F";89672;"URB";"MAR";72;7;92;1;"PERS";309.568636;"4D";"M"
"OR";8476.766278;"No";"PREM";"BACH";"EMP";"F";74001;"RUR";"MAR";108;3;62;7;"CORP";254.311154;"2D";"M"
"AR";2453.570794;"Yes";"BAS";"BACH";"ML";"M";29735;"SUBU";"SING";69;3;92;1;"PERS";331.2;"4D";"M"
"NEV";5708.024308;"No";"BAS";"HSOB";"EMP";"F";70279;"URB";"SING";71;17;25;7;"SPEC";331.231484;"4D";"M"
"AR";7138.167712;"No";"EXT";"HSOB";"DIS";"F";19794;"SUBU";"MAR";93;24;80;8;"CORP";603.077136;"2D";"L"
"OR";3964.81296;"No";"EXT";"BACH";"EMP";"M";88410;"SUBU";"SING";99;30;31;1;"CORP";475.2;"4D";"M"
"NEV";11243.90285;"No";"EXT";"COLL";"EMP";"M";66146;"URB";"SING";96;2;38;2;"PERS";250.697824;"2D";"M"
"CAL";6847.1189;"No";"EXT";"COLL";"EMP";"M";71038;"RUR";"MAR";86;15;56;3;"CORP";205.444066;"4D";"M"
"OR";4558.592305;"No";"BAS";"HSOB";"UNEMP";"M";0;"SUBU";"SING";62;13;21;8;"CORP";446.4;"4D";"M"
"AR";6652.474492;"No";"EXT";"BACH";"EMP";"M";34886;"SUBU";"MAR";84;3;40;5;"PERS";403.2;"2D";"S"
"WASH";19069.49954;"No";"PREM";"COLL";"UNEMP";"M";0;"SUBU";"SING";102;29;72;2;"PERS";734.4;"4D";"M"
"WASH";21404.35885;"No";"BAS";"BACH";"UNEMP";"F";0;"SUBU";"SING";69;35;79;2;"PERS";496.8;"4D";"M"
"CAL";8078.53085;"No";"PREM";"BACH";"UNEMP";"F";0;"SUBU";"MAR";114;1;39;5;"PERS";547.2;"4D";"M"
"OR";8769.266756;"No";"BAS";"COLL";"EMP";"F";49665;"SUBU";"SING";74;5;51;2;"PERS";355.2;"4D";"L"
"WASH";7294.492993;"No";"BAS";"COLL";"UNEMP";"F";0;"SUBU";"SING";113;12;66;7;"PERS";733.737214;"SPO";"M"
"NEV";17349.03226;"No";"EXT";"BACH";"UNEMP";"F";0;"SUBU";"MAR";92;3;7;2;"PERS";441.6;"4D";"M"
"OR";10864.27491;"No";"BAS";"DOCT";"EMP";"F";95579;"URB";"SING";67;19;78;2;"PERS";308.631159;"4D";"M"
"CAL";2462.859762;"No";"BAS";"BACH";"UNEMP";"F";0;"SUBU";"DIV";69;9;68;1;"PERS";427.25055;"2D";"S"
"WASH";3921.018919;"No";"EXT";"COLL";"EMP";"F";62445;"SUBU";"MAR";98;19;12;1;"PERS";681.167228;"4D";"S"
"OR";7017.145586;"No";"BAS";"COLL";"UNEMP";"F";0;"SUBU";"SING";103;29;91;6;"SPEC";741.6;"SUV";"M"
"CAL";3409.677392;"No";"EXT";"BACH";"EMP";"F";85023;"SUBU";"MAR";85;4;69;1;"PERS";408;"4D";"M"
"OR";5619.689084;"Yes";"PREM";"HSOB";"UNEMP";"M";0;"SUBU";"MAR";153;25;5;1;"PERS";1027.000029;"SUV";"M"
"NEV";8481.310791;"No";"BAS";"HSOB";"EMP";"M";67197;"URB";"DIV";74;29;18;2;"PERS";275.608537;"2D";"M"
"OR";4661.984144;"No";"BAS";"COLL";"UNEMP";"F";0;"SUBU";"SING";68;0;48;5;"PERS";489.6;"4D";"M"
"OR";5234.780561;"No";"BAS";"HSOB";"UNEMP";"M";0;"SUBU";"SING";73;7;60;3;"PERS";794.874636;"2D";"S"
"CAL";2576.455597;"No";"BAS";"HSOB";"ML";"M";26854;"SUBU";"MAR";66;31;70;1;"PERS";475.2;"4D";"S"
"AR";2504.871709;"No";"BAS";"BACH";"EMP";"F";66081;"RUR";"SING";64;31;92;1;"PERS";42.029731;"4D";"S"
"OR";5398.098108;"No";"BAS";"BACH";"EMP";"F";73775;"SUBU";"DIV";67;14;51;3;"PERS";321.6;"4D";"M"
"CAL";3933.813993;"Yes";"BAS";"HSOB";"EMP";"M";25927;"SUBU";"SING";103;6;20;1;"PERS";674.973614;"SUV";"M"
"CAL";8954.840118;"No";"BAS";"BACH";"EMP";"F";97736;"RUR";"MAR";74;19;22;2;"PERS";60.090984;"4D";"M"
"AR";5417.744055;"No";"BAS";"COLL";"EMP";"F";54898;"URB";"SING";69;25;32;9;"CORP";176.242159;"2D";"S"
"CAL";19884.91592;"No";"BAS";"COLL";"EMP";"F";63755;"URB";"MAR";62;28;40;2;"PERS";291.860708;"2D";"M"
"NEV";5418.152088;"No";"BAS";"COLL";"EMP";"F";57587;"URB";"DIV";68;4;83;7;"PERS";257.090387;"4D";"M"
"AR";5113.874718;"No";"EXT";"COLL";"EMP";"M";94415;"URB";"MAR";127;6;53;1;"PERS";492.770321;"SPO";"M"
"OR";13776.74135;"No";"BAS";"HSOB";"EMP";"M";62634;"RUR";"SING";116;10;89;2;"PERS";122.017931;"SUV";"M"
"AR";5801.128252;"No";"BAS";"MAST";"EMP";"F";48927;"RUR";"DIV";72;1;51;9;"PERS";139.354893;"4D";"M"
"AR";2792.009458;"No";"EXT";"COLL";"EMP";"M";22426;"SUBU";"SING";76;9;31;1;"CORP";528.391284;"4D";"M"
"CAL";4061.997378;"No";"BAS";"COLL";"EMP";"F";30061;"SUBU";"SING";104;4;22;1;"SPEC";499.2;"SPO";"L"
"OR";2545.220272;"No";"BAS";"BACH";"EMP";"F";26746;"RUR";"SING";66;20;41;1;"PERS";165.75305;"2D";"M"
"OR";11793.12528;"No";"BAS";"COLL";"EMP";"F";32214;"URB";"MAR";100;5;6;2;"PERS";296.560998;"SUV";"M"
"AR";9090.269181;"No";"EXT";"HSOB";"EMP";"M";45310;"SUBU";"MAR";229;28;70;1;"PERS";1550.375183;"LUXS";"M"
"CAL";2619.337376;"Yes";"BAS";"BACH";"EMP";"M";78618;"URB";"DIV";66;7;56;1;"PERS";225.578841;"2D";"M"
"OR";4829.571981;"No";"BAS";"COLL";"EMP";"F";34819;"URB";"MAR";61;0;31;6;"CORP";185.898327;"4D";"M"
"WASH";3479.137523;"No";"PREM";"HSOB";"UNEMP";"M";0;"SUBU";"SING";104;13;29;1;"PERS";499.2;"2D";"M"
"WASH";8609.158215;"Yes";"BAS";"BACH";"EMP";"F";79090;"URB";"MAR";107;2;74;3;"PERS";289.040734;"SUV";"M"
"OR";4170.687348;"Yes";"BAS";"MAST";"EMP";"F";29462;"SUBU";"SING";107;28;23;1;"PERS";513.6;"SUV";"L"
"AR";16985.49688;"No";"EXT";"BACH";"EMP";"F";22497;"SUBU";"MAR";212;15;71;7;"SPEC";1017.6;"LUX";"M"
"OR";3740.404374;"No";"BAS";"HSOB";"UNEMP";"M";0;"SUBU";"MAR";104;27;13;1;"PERS";499.2;"SUV";"L"
"AR";5642.747998;"No";"BAS";"BACH";"EMP";"F";68654;"URB";"MAR";71;32;21;9;"PERS";208.048487;"4D";"M"
"CAL";7901.697919;"No";"BAS";"COLL";"EMP";"M";62291;"SUBU";"MAR";100;1;53;3;"PERS";480;"SPO";"M"
"OR";9547.71004;"No";"EXT";"MAST";"EMP";"M";34919;"URB";"SING";82;14;99;2;"PERS";277.871312;"4D";"M"
"CAL";22217.96796;"No";"BAS";"COLL";"EMP";"F";37553;"SUBU";"SING";187;34;7;2;"PERS";897.6;"LUX";"S"
"CAL";7264.803903;"No";"EXT";"BACH";"ML";"F";12075;"SUBU";"MAR";94;16;23;5;"PERS";451.2;"4D";"M"
"OR";20631.15177;"No";"EXT";"MAST";"EMP";"M";28935;"RUR";"MAR";87;24;93;2;"PERS";119.630789;"2D";"M"
"OR";5502.726803;"No";"BAS";"HSOB";"UNEMP";"F";0;"SUBU";"MAR";72;33;39;7;"CORP";345.6;"4D";"S"
"NEV";6369.262355;"Yes";"EXT";"HSOB";"EMP";"M";34498;"SUBU";"SING";83;30;72;7;"PERS";398.4;"2D";"S"
"OR";8535.108918;"No";"BAS";"BACH";"EMP";"M";55790;"RUR";"SING";111;4;40;9;"PERS";117.672722;"SUV";"M"
"CAL";4448.642277;"No";"BAS";"COLL";"EMP";"M";23006;"SUBU";"MAR";113;17;60;1;"PERS";792.104571;"SUV";"M"
"AR";6608.165971;"No";"EXT";"HSOB";"ML";"M";21616;"SUBU";"SING";93;4;41;7;"PERS";944.854655;"2D";"M"
"OR";8622.835375;"Yes";"BAS";"BACH";"EMP";"M";97361;"SUBU";"SING";73;6;85;2;"PERS";350.4;"4D";"M"
"OR";4187.77657;"No";"PREM";"MAST";"EMP";"F";52471;"RUR";"MAR";103;35;57;1;"PERS";163.955502;"2D";"S"
"CAL";7249.065093;"No";"EXT";"BACH";"EMP";"F";37751;"RUR";"SING";93;15;42;3;"CORP";56.692777;"4D";"M"
"NEV";2801.562831;"No";"BAS";"COLL";"EMP";"M";33247;"URB";"MAR";72;26;47;1;"SPEC";284.956298;"4D";"M"
"OR";24127.50402;"Yes";"BAS";"BACH";"ML";"M";14072;"SUBU";"DIV";71;13;3;2;"SPEC";511.2;"4D";"M"
"AR";2573.716859;"No";"BAS";"COLL";"EMP";"M";29500;"SUBU";"DIV";67;14;72;1;"CORP";321.6;"4D";"M"
"OR";7685.402943;"No";"BAS";"BACH";"EMP";"M";31686;"SUBU";"MAR";101;14;45;8;"CORP";710.661746;"SUV";"M"
"CAL";6672.05628;"No";"PREM";"COLL";"EMP";"F";50537;"RUR";"MAR";165;10;35;1;"PERS";60.005031;"SUV";"M"
"OR";7855.324623;"No";"BAS";"BACH";"EMP";"M";37229;"SUBU";"MAR";67;9;36;2;"PERS";321.6;"4D";"M"
"OR";2557.094323;"No";"BAS";"COLL";"UNEMP";"M";0;"SUBU";"DIV";73;30;8;1;"CORP";525.6;"4D";"M"
"CAL";7356.383518;"No";"BAS";"BACH";"EMP";"F";33089;"SUBU";"MAR";61;10;61;2;"PERS";292.8;"4D";"S"
"CAL";4743.694528;"No";"BAS";"BACH";"EMP";"F";83413;"RUR";"MAR";118;0;1;1;"PERS";134.801691;"SUV";"M"
"CAL";7519.133631;"Yes";"EXT";"HSOB";"EMP";"M";96306;"RUR";"DIV";95;12;17;6;"PERS";185.355353;"4D";"M"
"AR";8509.850887;"Yes";"BAS";"MAST";"DIS";"M";26057;"SUBU";"DIV";74;3;63;2;"CORP";523.888845;"4D";"S"
"OR";5170.811494;"No";"BAS";"COLL";"UNEMP";"F";0;"SUBU";"SING";71;5;20;5;"CORP";859.599411;"4D";"S"
"WASH";5680.467468;"No";"BAS";"MAST";"EMP";"M";90353;"RUR";"MAR";70;3;64;7;"PERS";72.617605;"2D";"M"
"OR";2643.71574;"No";"EXT";"COLL";"UNEMP";"F";0;"SUBU";"SING";82;14;56;1;"PERS";393.6;"2D";"M"
"AR";9753.307106;"No";"EXT";"BACH";"ML";"F";17514;"RUR";"MAR";127;2;5;3;"PERS";8.312729;"SUV";"M"
"AR";2491.317024;"Yes";"BAS";"DOCT";"EMP";"M";36631;"RUR";"DIV";62;30;77;1;"PERS";67.530904;"4D";"L"
"CAL";6273.911874;"Yes";"EXT";"COLL";"RET";"F";18577;"SUBU";"DIV";86;21;76;6;"PERS";412.8;"4D";"M"
"OR";8257.666512;"Yes";"BAS";"BACH";"DIS";"F";23815;"SUBU";"MAR";73;4;47;2;"PERS";424.330166;"4D";"M"
"AR";6880.468875;"No";"EXT";"COLL";"EMP";"M";63935;"URB";"MAR";87;20;63;6;"PERS";221.61885;"4D";"M"
"CAL";2526.729022;"No";"BAS";"COLL";"EMP";"F";33485;"SUBU";"MAR";63;6;41;1;"PERS";343.705799;"4D";"M"
"NEV";5437.443727;"No";"BAS";"HSOB";"EMP";"M";28343;"SUBU";"MAR";69;19;88;8;"PERS";331.2;"2D";"M"
"OR";23594.6802;"Yes";"BAS";"BACH";"EMP";"M";76358;"RUR";"MAR";66;25;3;2;"CORP";86.461582;"4D";"M"
"OR";6553.943457;"No";"BAS";"COLL";"UNEMP";"F";0;"SUBU";"SING";61;4;68;2;"CORP";365.820487;"2D";"M"
"NEV";4376.363592;"Yes";"PREM";"BACH";"EMP";"F";63774;"RUR";"DIV";111;18;63;1;"PERS";60.036683;"4D";"M"
"AR";8471.417471;"No";"BAS";"MAST";"EMP";"M";63513;"URB";"MAR";70;13;76;2;"PERS";185.667213;"4D";"S"
"OR";2918.576189;"No";"BAS";"COLL";"EMP";"M";80714;"SUBU";"MAR";72;18;12;1;"PERS";345.6;"4D";"S"
"OR";5645.513529;"No";"BAS";"HSOB";"EMP";"F";44162;"RUR";"MAR";71;27;16;7;"PERS";160.825045;"2D";"M"
"CAL";17816.68242;"No";"EXT";"HSOB";"EMP";"F";60192;"SUBU";"MAR";220;17;87;7;"PERS";1056;"LUX";"M"
"WASH";4787.206586;"No";"BAS";"COLL";"UNEMP";"F";0;"SUBU";"SING";67;16;45;5;"PERS";321.6;"4D";"S"
"WASH";2759.978287;"Yes";"BAS";"BACH";"EMP";"M";92296;"SUBU";"MAR";69;4;65;1;"PERS";331.2;"2D";"M"
"CAL";9035.671134;"Yes";"PREM";"HSOB";"EMP";"F";34337;"SUBU";"MAR";113;20;44;9;"SPEC";542.4;"4D";"L"
"AR";7200.664877;"Yes";"BAS";"COLL";"UNEMP";"F";0;"SUBU";"MAR";66;16;77;2;"PERS";316.8;"4D";"M"
"AR";23444.90045;"No";"BAS";"COLL";"EMP";"F";69906;"URB";"MAR";74;34;32;2;"CORP";202.860399;"4D";"M"
"CAL";9427.684903;"No";"BAS";"HSOB";"EMP";"F";27824;"SUBU";"MAR";118;32;9;8;"PERS";566.4;"SUV";"L"
"AR";13575.67599;"No";"BAS";"COLL";"EMP";"F";48534;"SUBU";"MAR";115;29;79;2;"PERS";552;"SUV";"S"
"WASH";4159.593921;"No";"BAS";"BACH";"UNEMP";"M";0;"SUBU";"SING";62;1;64;3;"PERS";446.4;"2D";"M"
"OR";2917.539465;"No";"BAS";"HSOB";"EMP";"F";51622;"SUBU";"DIV";74;29;32;1;"CORP";355.2;"4D";"S"
"OR";6689.022728;"Yes";"EXT";"HSOB";"EMP";"M";56980;"SUBU";"MAR";84;33;70;7;"PERS";599.000883;"2D";"M"
"OR";4179.488639;"No";"PREM";"MAST";"EMP";"F";60010;"SUBU";"MAR";103;4;86;1;"SPEC";494.4;"4D";"M"
"OR";2534.946955;"No";"BAS";"COLL";"EMP";"M";94003;"SUBU";"SING";64;14;39;1;"PERS";307.2;"4D";"M"
"AR";3065.365332;"No";"EXT";"COLL";"EMP";"F";22985;"SUBU";"MAR";77;4;65;1;"SPEC";458.056054;"4D";"S"
"AR";2618.80573;"No";"BAS";"COLL";"UNEMP";"M";0;"SUBU";"SING";74;2;51;1;"PERS";470.956628;"4D";"M"
"CAL";18131.18874;"No";"EXT";"HSOB";"UNEMP";"M";0;"SUBU";"SING";82;29;23;2;"PERS";393.6;"4D";"L"
"CAL";9429.629367;"No";"BAS";"MAST";"EMP";"F";43811;"SUBU";"MAR";117;24;10;4;"PERS";571.136574;"SPO";"S"
"CAL";5155.529312;"No";"BAS";"COLL";"EMP";"F";77857;"RUR";"MAR";64;0;99;9;"PERS";160.62847;"4D";"S"
"WASH";9470.624437;"No";"EXT";"COLL";"EMP";"F";22514;"URB";"MAR";80;22;96;2;"PERS";203.469143;"4D";"M"
"AR";3436.134281;"Yes";"EXT";"DOCT";"EMP";"M";30817;"RUR";"DIV";88;25;43;1;"CORP";91.834668;"4D";"M"
"AR";13473.18567;"No";"BAS";"BACH";"EMP";"M";25302;"SUBU";"MAR";70;13;16;2;"PERS";336;"4D";"M"
"OR";3161.171297;"No";"EXT";"COLL";"UNEMP";"M";0;"SUBU";"SING";92;16;56;1;"PERS";897.379535;"2D";"L"
"AR";3034.797717;"No";"EXT";"HSOB";"EMP";"M";79253;"URB";"MAR";76;23;7;1;"CORP";254.984946;"2D";"M"
"WASH";31162.6933;"No";"EXT";"HSOB";"EMP";"M";83170;"URB";"MAR";97;0;53;2;"PERS";344.118069;"4D";"M"
"OR";4270.034394;"Yes";"EXT";"COLL";"UNEMP";"M";0;"SUBU";"MAR";122;27;2;1;"PERS";725.870693;"SUV";"M"
"NEV";7664.80924;"No";"PREM";"HSOB";"UNEMP";"M";0;"SUBU";"SING";107;14;90;3;"PERS";770.4;"4D";"M"
"OR";5110.755667;"No";"EXT";"BACH";"DIS";"F";22565;"SUBU";"MAR";132;0;20;1;"PERS";633.6;"SUV";"S"
"OR";6109.135438;"No";"EXT";"BACH";"UNEMP";"F";0;"SUBU";"SING";85;25;24;6;"PERS";612;"4D";"M"
"AR";4880.339614;"No";"BAS";"COLL";"EMP";"M";97984;"SUBU";"MAR";61;1;36;5;"PERS";407.450118;"4D";"S"
"CAL";5281.833471;"No";"BAS";"HSOB";"EMP";"M";39658;"SUBU";"MAR";66;32;53;7;"CORP";316.8;"4D";"M"
"OR";2425.494812;"No";"BAS";"COLL";"EMP";"M";66841;"RUR";"DIV";62;4;73;1;"PERS";123.436634;"4D";"M"
"CAL";2521.684392;"No";"BAS";"BACH";"EMP";"F";41247;"SUBU";"DIV";64;17;6;1;"PERS";307.2;"2D";"L"
"OR";8396.605358;"No";"BAS";"BACH";"EMP";"F";47593;"URB";"SING";72;33;52;2;"PERS";344.137073;"4D";"M"
"OR";2315.094985;"No";"BAS";"BACH";"UNEMP";"M";0;"SUBU";"SING";73;14;39;1;"CORP";350.4;"4D";"M"
"AR";7623.580733;"No";"BAS";"HSOB";"EMP";"M";69900;"RUR";"MAR";64;23;68;2;"PERS";33.97;"2D";"L"
"CAL";10892.90825;"No";"EXT";"COLL";"EMP";"M";68025;"SUBU";"DIV";91;15;17;2;"PERS";436.8;"4D";"M"
"CAL";8071.334962;"No";"BAS";"BACH";"EMP";"M";72149;"RUR";"MAR";101;18;43;6;"PERS";69.310166;"SUV";"M"
