"ST";"CLV";"Resp.";"COV";"EDUC";"EMPS";"GEN";"INC";"LOCC";"MARS";"MPA";"MSLC";"MSPI";"NOP";"PT";"TCA";"VC";"VS"
"OR";5761.11121;"No";"Basic";"COLL";"EMP";"M";28919;"URB";"MAR";73;11;76;5;"PERS";207.828024;"2D";"Medsize"
"OR";5366.779081;"No";"Basic";"DOCT";"UNEMP";"F";0;"URB";"MAR";70;5;29;4;"PERS";223.174067;"4D";"Large"
"OR";6259.477847;"No";"Extended";"COLL";"UNEMP";"F";0;"URB";"MAR";83;8;78;4;"PERS";254.142365;"4D";"Medsize"
"AR";7623.580733;"No";"Basic";"HSOB";"EMP";"M";69900;"RUR";"MAR";64;23;68;2;"PERS";33.97;"2D";"Large"
"CAL";10963.95723;"Yes";"Premium";"HSOB";"EMP";"M";55687;"SUBU";"DIV";276;33;91;1;"PERS";1324.8;"LUXS";"Medsize"
"OR";7427.845088;"No";"Extended";"BACH";"EMP";"F";78294;"RUR";"MAR";92;6;35;3;"PERS";181.148732;"4D";"Medsize"
"WASH";4951.656084;"No";"Basic";"DOCT";"EMP";"M";46896;"RUR";"MAR";62;9;33;4;"PERS";31.707317;"4D";"Medsize"
"AR";4665.129599;"No";"Basic";"BACH";"UNEMP";"M";0;"SUBU";"MAR";62;26;62;3;"PERS";297.6;"2D";"Small"
"CAL";6021.842473;"No";"Premium";"HSOB";"UNEMP";"F";0;"SUBU";"SING";168;11;46;1;"PERS";1476.670903;"SUV";"Medsize"
"NEV";3074.105486;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"SING";104;25;33;1;"PERS";748.8;"SPO";"Medsize"
"OR";4953.086407;"No";"Extended";"COLL";"EMP";"F";21385;"SUBU";"DIV";127;14;37;1;"CORP";609.6;"SUV";"Large"
"CAL";7780.489322;"No";"Extended";"MAST";"EMP";"M";87128;"SUBU";"SING";97;26;45;3;"PERS";495.612777;"2D";"Medsize"
"NEV";7992.779105;"No";"Basic";"COLL";"EMP";"F";35434;"URB";"MAR";66;19;26;2;"PERS";297.051768;"4D";"Medsize"
"CAL";4170.687348;"Yes";"Basic";"MAST";"EMP";"F";29462;"SUBU";"SING";107;28;23;1;"CORP";513.6;"SUV";"Large"
"NEV";23228.23674;"No";"Premium";"COLL";"EMP";"F";53243;"SUBU";"SING";102;26;96;2;"PERS";489.6;"4D";"Small"
"CAL";5445.81699;"No";"Extended";"HSOB";"EMP";"M";21006;"SUBU";"MAR";139;14;9;1;"PERS";667.2;"SUV";"Medsize"
"CAL";4558.498445;"No";"Basic";"COLL";"UNEMP";"F";0;"SUBU";"SING";65;24;93;9;"PERS";312;"2D";"Medsize"
"OR";5528.212807;"Yes";"Basic";"BACH";"EMP";"M";36088;"SUBU";"SING";72;16;31;9;"CORP";345.6;"4D";"Medsize"
"OR";10390.66647;"No";"Extended";"COLL";"EMP";"F";28948;"RUR";"MAR";131;7;57;3;"CORP";295.83086;"SUV";"Medsize"
"NEV";7142.54905;"No";"Premium";"COLL";"ML";"F";24417;"SUBU";"DIV";185;22;25;1;"PERS";888;"SUV";"Medsize"
"OR";5469.542959;"No";"Basic";"HSOB";"EMP";"M";67099;"RUR";"MAR";69;11;24;6;"PERS";22.995594;"2D";"Medsize"
"OR";11628.73401;"No";"Extended";"BACH";"EMP";"F";97830;"URB";"MAR";96;3;61;2;"PERS";298.362415;"4D";"Small"
"AR";10189.65429;"No";"Premium";"COLL";"UNEMP";"M";0;"SUBU";"SING";101;15;90;2;"PERS";727.2;"4D";"Small"
"AR";2733.431887;"No";"Basic";"HSOB";"EMP";"F";93558;"SUBU";"MAR";67;19;5;1;"PERS";478.234236;"4D";"Medsize"
"AR";4014.453113;"Yes";"Extended";"DOCT";"EMP";"F";37384;"SUBU";"MAR";99;9;17;1;"PERS";475.2;"4D";"Medsize"
"AR";7119.531925;"No";"Basic";"BACH";"DIS";"M";28227;"SUBU";"MAR";62;14;24;2;"PERS";551.28213;"4D";"Small"
"NEV";11772.79068;"No";"Basic";"HSOB";"EMP";"M";51008;"SUBU";"MAR";74;5;95;2;"CORP";355.2;"2D";"Small"
"CAL";2381.790787;"No";"Basic";"HSOB";"EMP";"M";78185;"SUBU";"SING";61;23;54;1;"PERS";292.8;"4D";"Small"
"CAL";5208.35385;"No";"Basic";"BACH";"UNEMP";"F";0;"SUBU";"SING";74;35;2;3;"PERS";532.8;"4D";"Medsize"
"NEV";5018.727893;"No";"Basic";"COLL";"UNEMP";"M";0;"SUBU";"DIV";68;34;68;4;"PERS";670.47746;"4D";"Medsize"
"AR";11900.54484;"No";"Basic";"BACH";"EMP";"F";97205;"RUR";"DIV";100;22;40;2;"PERS";5.573179;"SPO";"Small"
"WASH";7399.032079;"No";"Basic";"COLL";"UNEMP";"F";0;"URB";"MAR";101;28;34;6;"PERS";337.617149;"SUV";"Medsize"
"CAL";5674.381244;"No";"Basic";"BACH";"EMP";"F";26225;"URB";"MAR";72;18;25;7;"SPEC";320.777404;"4D";"Medsize"
"OR";7271.43404;"No";"Basic";"COLL";"DIS";"M";20545;"SUBU";"SING";70;23;86;2;"PERS";336;"2D";"Medsize"
"OR";3164.494011;"No";"Extended";"MAST";"UNEMP";"F";0;"SUBU";"MAR";83;20;32;1;"PERS";398.4;"4D";"Medsize"
"AR";2661.033435;"No";"Basic";"COLL";"EMP";"F";35503;"URB";"MAR";67;14;95;1;"PERS";216.173135;"2D";"Medsize"
"OR";14140.55885;"No";"Basic";"COLL";"EMP";"F";58988;"SUBU";"MAR";118;3;76;2;"PERS";566.4;"SPO";"Medsize"
"NEV";7654.227067;"No";"Basic";"BACH";"UNEMP";"F";0;"SUBU";"SING";74;16;89;2;"PERS";355.2;"2D";"Medsize"
"NEV";2199.73952;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"SING";64;21;5;1;"PERS";685.456738;"2D";"Small"
"OR";2004.350666;"Yes";"Basic";"COLL";"UNEMP";"F";0;"SUBU";"DIV";66;16;35;1;"SPEC";316.8;"4D";"Small"
"NEV";13111.11319;"No";"Basic";"COLL";"EMP";"M";67197;"RUR";"SING";111;2;9;2;"SPEC";147.948783;"SUV";"Large"
"NEV";15762.60349;"No";"Premium";"HSOB";"EMP";"M";39032;"SUBU";"MAR";198;31;15;7;"PERS";950.4;"SUV";"Medsize"
"OR";13197.92893;"Yes";"Basic";"COLL";"UNEMP";"F";0;"SUBU";"SING";68;19;2;2;"PERS";326.4;"4D";"Large"
"CAL";2787.539793;"No";"Basic";"HSOB";"EMP";"M";34927;"URB";"MAR";70;5;2;1;"PERS";242.491357;"2D";"Large"
"NEV";3436.134281;"Yes";"Extended";"DOCT";"EMP";"M";30817;"RUR";"DIV";88;25;43;1;"PERS";91.834668;"4D";"Medsize"
"CAL";2713.36798;"No";"Basic";"BACH";"EMP";"F";31535;"RUR";"SING";70;27;46;1;"PERS";90.525716;"4D";"Medsize"
"CAL";2867.312197;"Yes";"Extended";"BACH";"RET";"F";23376;"SUBU";"DIV";78;19;18;1;"PERS";374.4;"4D";"Medsize"
"CAL";14590.24583;"No";"Basic";"COLL";"EMP";"F";46244;"URB";"DIV";62;8;3;2;"CORP";255.285875;"4D";"Medsize"
"AR";6652.474492;"No";"Extended";"BACH";"EMP";"M";34886;"SUBU";"MAR";84;3;40;5;"PERS";403.2;"2D";"Small"
"AR";2444.621056;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"MAR";66;27;51;1;"CORP";316.8;"4D";"Large"
"WASH";11314.24394;"No";"Premium";"HSOB";"EMP";"F";62935;"RUR";"MAR";141;29;27;7;"PERS";232.242326;"SPO";"Small"
"OR";10972.06778;"Yes";"Extended";"DOCT";"EMP";"M";24164;"SUBU";"DIV";137;2;40;5;"PERS";657.6;"SPO";"Medsize"
"WASH";3189.66703;"No";"Extended";"BACH";"UNEMP";"F";0;"SUBU";"SING";87;6;3;1;"PERS";760.428495;"4D";"Medsize"
"OR";19357.37201;"No";"Basic";"BACH";"UNEMP";"F";0;"SUBU";"MAR";68;20;66;2;"PERS";326.4;"4D";"Medsize"
"AR";7227.120364;"No";"Basic";"BACH";"EMP";"F";40153;"SUBU";"SING";61;1;99;2;"PERS";340.07498;"4D";"Medsize"
"NEV";7857.303868;"No";"Basic";"COLL";"UNEMP";"F";0;"SUBU";"MAR";104;12;7;3;"PERS";499.2;"SUV";"Medsize"
"OR";5181.620895;"Yes";"Basic";"MAST";"EMP";"F";97131;"SUBU";"MAR";64;5;80;6;"PERS";307.2;"4D";"Small"
"AR";4281.062223;"No";"Basic";"HSOB";"EMP";"F";23712;"SUBU";"MAR";106;2;12;1;"CORP";508.8;"SUV";"Medsize"
"OR";11513.16291;"No";"Basic";"BACH";"UNEMP";"F";0;"SUBU";"DIV";64;26;72;2;"PERS";307.2;"4D";"Medsize"
"NEV";5147.11023;"No";"Basic";"BACH";"EMP";"F";33171;"URB";"MAR";65;27;17;3;"PERS";236.643695;"4D";"Medsize"
"NEV";8663.497618;"No";"Extended";"COLL";"UNEMP";"F";0;"SUBU";"SING";83;18;90;2;"CORP";398.4;"4D";"Medsize"
"OR";2535.321683;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"MAR";68;24;73;1;"CORP";326.4;"4D";"Medsize"
"NEV";21504.3388;"No";"Basic";"COLL";"EMP";"M";60228;"URB";"DIV";112;23;28;2;"PERS";286.102971;"SUV";"Medsize"
"AR";7349.32849;"No";"Extended";"HSOB";"EMP";"M";27072;"SUBU";"MAR";93;24;27;8;"PERS";565.336931;"4D";"Large"
"CAL";8509.850887;"Yes";"Basic";"MAST";"DIS";"M";26057;"SUBU";"DIV";74;3;63;2;"PERS";523.888845;"4D";"Small"
"NEV";4297.189057;"No";"Premium";"HSOB";"EMP";"F";66331;"SUBU";"SING";107;0;74;1;"PERS";513.6;"2D";"Large"
"WASH";2778.323903;"No";"Basic";"MAST";"EMP";"F";66030;"URB";"MAR";69;33;19;1;"PERS";282.153792;"4D";"Medsize"
"WASH";5532.863336;"No";"Basic";"COLL";"EMP";"M";59768;"SUBU";"MAR";71;6;93;3;"PERS";340.8;"4D";"Small"
"CAL";17476.64139;"No";"Basic";"COLL";"EMP";"F";45106;"SUBU";"MAR";73;22;21;2;"PERS";350.4;"4D";"Medsize"
"AR";10479.89966;"No";"Extended";"BACH";"EMP";"F";78435;"URB";"DIV";130;11;19;4;"PERS";553.61131;"SUV";"Medsize"
"CAL";2242.574431;"No";"Basic";"BACH";"UNEMP";"F";0;"SUBU";"SING";63;31;99;1;"CORP";453.6;"2D";"Medsize"
"OR";2754.45676;"No";"Basic";"COLL";"EMP";"M";79507;"SUBU";"MAR";70;7;17;1;"PERS";442.199439;"2D";"Medsize"
"AR";8041.20055;"No";"Basic";"HSOB";"EMP";"M";44986;"SUBU";"MAR";101;14;83;3;"CORP";624.023564;"SUV";"Medsize"
"AR";6042.9119;"No";"Extended";"COLL";"EMP";"M";25899;"SUBU";"DIV";79;10;11;8;"PERS";568.8;"2D";"Medsize"
"OR";2827.43885;"No";"Basic";"BACH";"ML";"M";13610;"SUBU";"MAR";74;7;64;1;"PERS";355.2;"4D";"Large"
"NEV";22041.85643;"No";"Basic";"DOCT";"UNEMP";"M";0;"SUBU";"MAR";65;11;15;2;"PERS";312;"4D";"Small"
"CAL";2796.802191;"No";"Basic";"BACH";"EMP";"M";77362;"SUBU";"MAR";70;14;25;1;"PERS";386.599797;"2D";"Medsize"
"CAL";4072.849436;"No";"Basic";"HSOB";"EMP";"M";96443;"SUBU";"SING";102;1;17;1;"PERS";489.6;"SUV";"Medsize"
"CAL";5182.462266;"No";"Extended";"MAST";"UNEMP";"M";0;"SUBU";"MAR";135;2;41;1;"PERS";939.528475;"SUV";"Large"
"NEV";6131.663176;"No";"Extended";"DOCT";"EMP";"M";90778;"RUR";"MAR";76;31;29;7;"PERS";62.291009;"4D";"Medsize"
"CAL";2392.13114;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"DIV";65;11;62;1;"CORP";361.181122;"4D";"Large"
"NEV";3209.663044;"No";"Extended";"MAST";"EMP";"F";78494;"RUR";"DIV";79;6;40;1;"PERS";122.305677;"2D";"Medsize"
"CAL";2808.606027;"No";"Basic";"DOCT";"EMP";"F";83497;"URB";"MAR";69;28;15;1;"SPEC";196.523187;"4D";"Medsize"
"NEV";4362.931238;"Yes";"Premium";"COLL";"EMP";"M";58842;"SUBU";"MAR";110;6;74;1;"PERS";528;"4D";"Medsize"
"AR";6880.468875;"No";"Extended";"COLL";"EMP";"M";63935;"URB";"MAR";87;20;63;6;"PERS";221.61885;"4D";"Medsize"
"OR";3591.066675;"No";"Extended";"BACH";"UNEMP";"M";0;"SUBU";"MAR";96;5;35;1;"PERS";460.8;"4D";"Medsize"
"CAL";5201.252168;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"MAR";69;1;79;4;"PERS";331.2;"4D";"Medsize"
"OR";5521.542577;"No";"Extended";"COLL";"UNEMP";"F";0;"SUBU";"SING";77;20;89;9;"PERS";369.6;"4D";"Medsize"
"AR";5071.651522;"No";"Basic";"BACH";"EMP";"F";62258;"RUR";"SING";65;14;17;5;"PERS";117.450428;"2D";"Large"
"NEV";2921.681366;"No";"Extended";"BACH";"UNEMP";"M";0;"SUBU";"SING";80;10;81;1;"CORP";739.310493;"4D";"Medsize"
"CAL";15806.53397;"No";"Extended";"MAST";"EMP";"F";58516;"SUBU";"MAR";98;14;75;2;"CORP";470.4;"2D";"Large"
"WASH";4942.630606;"No";"Basic";"COLL";"ML";"F";23285;"RUR";"MAR";65;30;22;7;"PERS";118.446235;"2D";"Medsize"
"CAL";4167.419574;"No";"Basic";"BACH";"EMP";"F";56901;"SUBU";"MAR";104;29;82;1;"PERS";499.2;"SUV";"Small"
"CAL";6514.954043;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"MAR";61;12;75;2;"PERS";292.8;"4D";"Small"
"CAL";9189.518267;"No";"Basic";"DOCT";"EMP";"M";99443;"RUR";"MAR";117;6;6;5;"PERS";228.049424;"SUV";"Medsize"
"OR";8231.223361;"No";"Basic";"COLL";"UNEMP";"F";0;"URB";"DIV";113;4;70;4;"PERS";373.073162;"SUV";"Medsize"
"AR";3095.175379;"No";"Extended";"MAST";"EMP";"M";88246;"SUBU";"MAR";77;3;27;1;"CORP";428.608683;"4D";"Medsize"
"WASH";74228.51604;"No";"Extended";"HSOB";"UNEMP";"M";0;"SUBU";"SING";242;1;34;2;"PERS";1742.4;"LUX";"Medsize"
"NEV";7582.113842;"Yes";"Basic";"COLL";"EMP";"M";64801;"URB";"MAR";64;23;19;2;"PERS";268.471802;"4D";"Medsize"
"OR";16344.60809;"No";"Basic";"COLL";"EMP";"F";57029;"RUR";"MAR";68;24;97;2;"CORP";135.788525;"2D";"Small"
"AR";11763.15249;"No";"Extended";"COLL";"EMP";"F";28045;"SUBU";"MAR";99;7;99;2;"PERS";475.2;"4D";"Medsize"
"NEV";4053.373793;"No";"Premium";"MAST";"EMP";"M";44661;"URB";"MAR";101;2;1;1;"PERS";436.836944;"2D";"Medsize"
"AR";3311.15793;"No";"Extended";"HSOB";"EMP";"F";21246;"SUBU";"MAR";83;19;51;1;"PERS";398.4;"4D";"Medsize"
"NEV";3528.044252;"Yes";"Extended";"DOCT";"EMP";"M";31278;"SUBU";"MAR";92;24;95;1;"PERS";441.6;"2D";"Medsize"
"CAL";5595.389905;"Yes";"Basic";"HSOB";"EMP";"F";74454;"SUBU";"SING";71;25;29;3;"PERS";340.8;"4D";"Medsize"
"CAL";5089.694325;"No";"Basic";"MAST";"EMP";"M";62474;"RUR";"MAR";63;20;63;5;"PERS";112.120881;"4D";"Medsize"
"NEV";22337.1631;"No";"Extended";"HSOB";"UNEMP";"M";0;"SUBU";"SING";130;9;43;2;"PERS";1376.910777;"SUV";"Large"
"AR";4792.830533;"No";"Basic";"COLL";"ML";"M";20647;"URB";"DIV";63;17;10;7;"PERS";185.061408;"4D";"Medsize"
"CAL";27789.69235;"Yes";"Extended";"BACH";"EMP";"F";33806;"URB";"DIV";89;32;59;2;"PERS";395.729716;"4D";"Medsize"
"OR";7511.660568;"No";"Basic";"BACH";"UNEMP";"F";0;"SUBU";"SING";70;9;96;2;"PERS";340.201412;"4D";"Medsize"
"OR";18767.55161;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"SING";111;13;55;2;"PERS";900.14526;"SPO";"Medsize"
"CAL";4987.643113;"No";"Extended";"COLL";"DIS";"F";19589;"SUBU";"MAR";127;26;44;1;"PERS";1027.010512;"SUV";"Large"
"CAL";5123.196814;"No";"Basic";"COLL";"ML";"F";22338;"URB";"MAR";67;9;37;9;"PERS";307.801098;"2D";"Medsize"
"NEV";5989.773931;"Yes";"Premium";"COLL";"EMP";"M";66839;"SUBU";"SING";154;33;24;1;"PERS";739.2;"SPO";"Medsize"
"WASH";5185.797582;"No";"Basic";"MAST";"EMP";"F";99428;"RUR";"MAR";64;16;25;5;"PERS";48.046869;"4D";"Medsize"
"OR";5828.1822;"No";"Basic";"COLL";"EMP";"F";31364;"SUBU";"MAR";74;28;47;3;"PERS";461.269135;"4D";"Small"
"WASH";13755.54279;"No";"Extended";"BACH";"ML";"M";15340;"SUBU";"DIV";121;12;47;2;"CORP";686.501976;"SUV";"Medsize"
"OR";9767.936882;"No";"Extended";"COLL";"EMP";"M";36225;"RUR";"MAR";123;7;84;8;"SPEC";221.048602;"SUV";"Large"
"OR";12097.91224;"No";"Basic";"DOCT";"UNEMP";"F";0;"URB";"MAR";107;18;79;2;"PERS";271.014511;"SUV";"Large"
"CAL";2265.318569;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"DIV";61;5;21;1;"PERS";292.8;"4D";"Medsize"
"CAL";5719.088678;"No";"Basic";"BACH";"EMP";"F";77601;"URB";"MAR";71;27;48;6;"PERS";276.640352;"2D";"Small"
"OR";10171.47779;"No";"Extended";"MAST";"EMP";"M";74243;"RUR";"MAR";84;34;2;2;"CORP";71.311211;"4D";"Medsize"
"CAL";10517.15638;"No";"Extended";"COLL";"EMP";"F";46707;"RUR";"MAR";133;7;9;8;"PERS";80.70505;"SPO";"Medsize"
"OR";4303.471379;"No";"Basic";"BACH";"UNEMP";"F";0;"SUBU";"MAR";116;6;63;1;"PERS";765.566699;"SUV";"Medsize"
"CAL";11926.75329;"No";"Premium";"COLL";"EMP";"M";50234;"SUBU";"DIV";101;12;1;2;"PERS";484.8;"4D";"Small"
"OR";16531.70376;"No";"Premium";"MAST";"EMP";"M";75526;"SUBU";"MAR";103;26;68;2;"PERS";494.4;"4D";"Small"
"WASH";13579.29911;"No";"Basic";"COLL";"UNEMP";"F";0;"SUBU";"SING";193;30;38;7;"PERS";1610.261914;"LUXS";"Medsize"
"NEV";5437.443727;"No";"Basic";"HSOB";"EMP";"M";28343;"SUBU";"MAR";69;19;88;8;"PERS";331.2;"2D";"Medsize"
"CAL";5103.296644;"No";"Basic";"BACH";"EMP";"M";74948;"URB";"MAR";64;23;43;8;"CORP";216.744457;"4D";"Medsize"
"OR";4583.100889;"No";"Premium";"HSOB";"EMP";"M";22728;"SUBU";"MAR";116;28;81;1;"PERS";556.8;"4D";"Large"
"CAL";6409.627461;"No";"Extended";"HSOB";"UNEMP";"F";0;"SUBU";"SING";99;14;48;9;"PERS";712.8;"2D";"Medsize"
"CAL";8991.98452;"No";"Basic";"HSOB";"ML";"F";17331;"SUBU";"DIV";117;13;39;6;"PERS";1138.255325;"SUV";"Medsize"
"CAL";12232.77625;"No";"Basic";"COLL";"EMP";"F";35133;"SUBU";"MAR";102;2;31;2;"PERS";692.962785;"SUV";"Medsize"
"NEV";5126.038871;"No";"Basic";"COLL";"EMP";"F";63147;"RUR";"MAR";64;1;91;4;"PERS";87.565229;"4D";"Medsize"
"CAL";11014.1636;"No";"Extended";"COLL";"EMP";"F";67575;"URB";"MAR";91;27;85;2;"PERS";401.60781;"4D";"Medsize"
"OR";3819.619502;"No";"Premium";"HSOB";"UNEMP";"M";0;"SUBU";"SING";111;29;76;1;"PERS";799.2;"2D";"Small"
"CAL";8404.395122;"No";"Basic";"HSOB";"EMP";"F";48315;"SUBU";"DIV";71;34;56;2;"PERS";340.8;"4D";"Medsize"
"AR";9035.671134;"Yes";"Premium";"HSOB";"EMP";"F";34337;"SUBU";"MAR";113;20;44;9;"CORP";542.4;"4D";"Large"
"OR";5453.707634;"No";"Basic";"HSOB";"EMP";"M";33818;"URB";"SING";72;6;34;3;"PERS";341.878002;"4D";"Large"
"CAL";3766.366587;"No";"Extended";"HSOB";"ML";"F";22439;"SUBU";"MAR";98;30;63;1;"PERS";470.4;"4D";"Medsize"
"OR";7283.934392;"No";"Basic";"COLL";"EMP";"F";79055;"RUR";"DIV";186;32;24;1;"PERS";177.635183;"LUXS";"Medsize"
"NEV";2745.249838;"No";"Basic";"COLL";"EMP";"F";45191;"URB";"MAR";69;18;34;1;"PERS";330.782934;"4D";"Large"
"CAL";2626.279436;"No";"Basic";"BACH";"EMP";"M";41990;"SUBU";"MAR";66;23;19;1;"PERS";316.8;"4D";"Medsize"
"OR";2456.816647;"No";"Basic";"MAST";"EMP";"F";50979;"URB";"MAR";61;25;45;1;"PERS";262.842655;"2D";"Medsize"
"OR";8453.677668;"No";"Premium";"COLL";"EMP";"F";59888;"SUBU";"MAR";106;6;14;3;"PERS";712.682559;"4D";"Medsize"
"CAL";3508.569533;"Yes";"Extended";"COLL";"ML";"M";20978;"SUBU";"MAR";98;19;96;1;"PERS";1176.2788;"4D";"Small"
"CAL";2877.354255;"No";"Basic";"HSOB";"EMP";"M";32807;"SUBU";"MAR";73;10;10;1;"PERS";350.4;"4D";"Small"
"NEV";7840.165778;"Yes";"Extended";"COLL";"EMP";"M";58414;"SUBU";"SING";210;7;24;1;"PERS";1008;"LUXS";"Small"
"AR";2771.045031;"Yes";"Basic";"COLL";"EMP";"F";50071;"RUR";"SING";71;3;32;1;"CORP";18.918935;"2D";"Medsize"
"NEV";5339.488286;"No";"Basic";"HSOB";"EMP";"F";67796;"SUBU";"MAR";69;7;24;8;"PERS";331.2;"4D";"Medsize"
"WASH";6837.536476;"No";"Premium";"BACH";"EMP";"F";90750;"URB";"MAR";170;30;47;1;"PERS";746.0459;"SUV";"Medsize"
"WASH";13024.13012;"Yes";"Extended";"MAST";"UNEMP";"M";0;"SUBU";"SING";125;6;61;2;"PERS";900;"SUV";"Small"
"OR";5659.238384;"No";"Basic";"BACH";"EMP";"M";69387;"RUR";"MAR";71;16;37;3;"PERS";71.517444;"4D";"Small"
"OR";5532.462342;"No";"Basic";"DOCT";"EMP";"M";29084;"SUBU";"DIV";71;14;59;3;"CORP";492.088331;"4D";"Small"
"OR";7943.513275;"No";"Basic";"BACH";"EMP";"M";60214;"URB";"MAR";100;8;16;4;"CORP";291.287905;"SPO";"Small"
"OR";9774.605777;"No";"Extended";"HSOB";"EMP";"M";96018;"URB";"MAR";122;8;60;3;"PERS";390.88142;"SUV";"Medsize"
"WASH";13596.19972;"No";"Basic";"HSOB";"EMP";"M";20128;"SUBU";"MAR";70;28;10;2;"PERS";336;"4D";"Medsize"
"CAL";23208.39416;"No";"Premium";"HSOB";"EMP";"F";60233;"URB";"MAR";116;29;63;2;"PERS";481.265179;"2D";"Medsize"
"OR";7325.892726;"No";"Extended";"BACH";"EMP";"M";52920;"SUBU";"DIV";93;18;95;3;"PERS";1101.05432;"4D";"Small"
"CAL";4170.340729;"No";"Basic";"BACH";"EMP";"M";90310;"RUR";"MAR";104;9;39;1;"PERS";166.355491;"SUV";"Small"
"CAL";7840.165778;"Yes";"Extended";"COLL";"EMP";"M";58414;"SUBU";"SING";210;7;24;1;"SPEC";1008;"LUXS";"Small"
"WASH";17786.2778;"No";"Basic";"COLL";"EMP";"F";99790;"URB";"SING";64;24;8;2;"PERS";178.986788;"4D";"Medsize"
"OR";19378.9078;"No";"Basic";"HSOB";"DIS";"M";21159;"SUBU";"MAR";73;35;14;2;"PERS";350.4;"4D";"Medsize"
"WASH";2638.140052;"No";"Basic";"BACH";"EMP";"F";79699;"SUBU";"MAR";65;24;12;1;"PERS";348.82656;"2D";"Small"
"AR";9148.877887;"No";"Basic";"BACH";"EMP";"F";68236;"RUR";"MAR";114;2;75;6;"PERS";20.725611;"SUV";"Medsize"
"AR";13770.97618;"Yes";"Premium";"HSOB";"EMP";"F";59207;"SUBU";"SING";116;23;21;2;"PERS";556.8;"4D";"Medsize"
"WASH";10515.96779;"No";"Extended";"HSOB";"EMP";"M";21499;"SUBU";"MAR";135;34;28;3;"CORP";648;"SUV";"Medsize"
"AR";5821.684337;"No";"Premium";"HSOB";"EMP";"M";77563;"URB";"MAR";143;35;58;1;"PERS";545.999699;"SPO";"Medsize"
"AR";3095.803437;"No";"Extended";"COLL";"EMP";"F";33415;"SUBU";"DIV";78;15;44;1;"PERS";374.4;"4D";"Medsize"
"CAL";10598.54249;"No";"Extended";"BACH";"EMP";"F";20179;"SUBU";"MAR";133;29;0;5;"CORP";638.4;"SUV";"Medsize"
"CAL";7695.122957;"No";"Basic";"BACH";"EMP";"M";50147;"SUBU";"SING";101;4;37;3;"PERS";484.8;"SUV";"Medsize"
"WASH";6819.23119;"No";"Extended";"DOCT";"EMP";"F";22492;"RUR";"DIV";85;34;88;7;"PERS";61.654262;"2D";"Medsize"
"OR";8689.822524;"No";"Extended";"MAST";"UNEMP";"M";0;"SUBU";"DIV";99;25;57;2;"PERS";475.2;"4D";"Medsize"
"NEV";8131.779152;"No";"Basic";"HSOB";"EMP";"F";93715;"RUR";"MAR";102;9;43;4;"PERS";254.83769;"SUV";"Medsize"
"OR";3815.321577;"No";"Premium";"HSOB";"DIS";"M";23540;"SUBU";"MAR";103;30;23;1;"CORP";494.4;"2D";"Medsize"
"CAL";11638.89947;"Yes";"Basic";"COLL";"ML";"F";25370;"SUBU";"MAR";102;10;77;2;"PERS";489.6;"SPO";"Large"
"NEV";22800.53543;"No";"Extended";"BACH";"EMP";"F";68771;"URB";"DIV";96;10;70;2;"PERS";276.268778;"4D";"Medsize"
"CAL";4462.997006;"Yes";"Basic";"BACH";"UNEMP";"F";0;"SUBU";"SING";73;35;52;5;"SPEC";350.4;"2D";"Medsize"
"OR";13151.83203;"No";"Basic";"COLL";"EMP";"F";68562;"RUR";"MAR";108;29;52;2;"PERS";228.498823;"SUV";"Medsize"
"AR";14019.97546;"No";"Basic";"HSOB";"EMP";"M";36733;"URB";"MAR";71;21;28;2;"PERS";327.078047;"4D";"Medsize"
"NEV";2931.155192;"No";"Basic";"COLL";"EMP";"F";45768;"URB";"MAR";73;33;27;1;"PERS";191.934494;"2D";"Medsize"
"CAL";4774.751709;"No";"Basic";"BACH";"UNEMP";"F";0;"SUBU";"MAR";64;34;47;7;"PERS";307.2;"4D";"Small"
"AR";8471.417471;"No";"Basic";"MAST";"EMP";"M";63513;"URB";"MAR";70;13;76;2;"PERS";185.667213;"4D";"Small"
"AR";5431.219117;"No";"Basic";"COLL";"EMP";"F";58161;"RUR";"MAR";68;19;19;5;"CORP";140.747286;"4D";"Large"
"NEV";5689.644114;"No";"Basic";"COLL";"EMP";"F";83640;"SUBU";"MAR";70;20;13;4;"CORP";471.050488;"2D";"Medsize"
"CAL";3686.723847;"No";"Extended";"MAST";"UNEMP";"F";0;"RUR";"MAR";96;2;88;1;"PERS";28.460568;"2D";"Medsize"
"CAL";3992.583886;"No";"Basic";"BACH";"UNEMP";"M";0;"SUBU";"MAR";111;35;68;1;"PERS";700.349052;"SUV";"Large"
"WASH";3479.137523;"No";"Premium";"HSOB";"UNEMP";"M";0;"SUBU";"SING";104;13;29;1;"PERS";499.2;"2D";"Medsize"
