"ST";"CLV";"Resp.";"COV";"EDUC";"EMPS";"GEN";"INC";"LOCC";"MARS";"MPA";"MSLC";"MSPI";"NOP";"PT";"TCA";"VC";"VS";"Cluster"
"OR";4282.947971;"Yes";"Basic";"COLL";"EMP";"F";40864;"RUR";"MAR";109;16;70;1;"PERS";166.937747;"SUV";"M";3
"OR";5718.276608;"No";"Basic";"MAST";"EMP";"M";46133;"RUR";"DIV";73;7;78;5;"PERS";19.626306;"4D";"L";2
"AR";2580.849899;"Yes";"Basic";"COLL";"EMP";"M";46900;"SUBU";"MAR";66;13;59;1;"PERS";316.8;"4D";"M";3
"WASH";6481.382268;"No";"Extended";"HSOB";"UNEMP";"F";0;"SUBU";"SING";92;1;17;6;"PERS";441.6;"4D";"M";2
"WASH";5133.414764;"No";"Basic";"MAST";"EMP";"M";53390;"URB";"MAR";64;13;41;5;"PERS";278.999409;"4D";"M";2
"CAL";9369.639891;"No";"Basic";"COLL";"EMP";"F";99185;"URB";"MAR";115;8;19;3;"CORP";449.428182;"SUV";"M";1
"OR";3196.578455;"No";"Extended";"BACH";"EMP";"F";62815;"RUR";"MAR";80;14;84;1;"SPEC";47.061469;"2D";"L";3
"OR";4720.608872;"No";"Basic";"COLL";"EMP";"F";26277;"SUBU";"SING";61;17;30;4;"PERS";292.8;"4D";"M";1
"WASH";8861.900439;"No";"Premium";"DOCT";"EMP";"F";41854;"URB";"MAR";110;17;44;8;"PERS";481.269644;"4D";"M";2
"AR";6032.737631;"No";"Extended";"COLL";"UNEMP";"M";0;"SUBU";"MAR";86;4;56;8;"PERS";412.8;"2D";"M";2
"AR";6832.36853;"No";"Extended";"HSOB";"EMP";"M";66627;"SUBU";"MAR";85;32;55;8;"PERS";733.21126;"4D";"M";2
"OR";2242.090803;"No";"Basic";"HSOB";"DIS";"M";12131;"URB";"SING";64;32;60;1;"PERS";251.44949;"4D";"M";3
"AR";4157.698118;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"MAR";110;4;61;1;"PERS";528;"SUV";"M";1
"CAL";6189.122455;"No";"Extended";"BACH";"UNEMP";"M";0;"SUBU";"SING";90;4;18;5;"PERS";648;"2D";"L";2
"CAL";5643.724704;"No";"Basic";"COLL";"EMP";"M";33317;"SUBU";"MAR";72;18;31;3;"PERS";345.6;"2D";"M";1
"AR";5332.462694;"Yes";"Basic";"DOCT";"EMP";"F";68931;"URB";"MAR";66;32;30;7;"PERS";309.577946;"4D";"M";2
"OR";2121.313061;"No";"Basic";"COLL";"UNEMP";"M";0;"SUBU";"SING";67;6;60;1;"PERS";321.6;"4D";"L";3
"CAL";8281.740124;"No";"Basic";"HSOB";"ML";"F";19189;"SUBU";"MAR";108;21;9;3;"PERS";518.4;"SUV";"L";1
"CAL";7835.929299;"No";"Basic";"MAST";"EMP";"F";49390;"URB";"MAR";195;31;15;1;"PERS";738.05105;"LUX";"M";1
"OR";2552.913868;"No";"Basic";"COLL";"EMP";"M";33124;"RUR";"SING";67;35;7;1;"PERS";80.119997;"4D";"L";1
"CAL";2795.410029;"No";"Basic";"COLL";"EMP";"F";40516;"RUR";"MAR";70;21;31;1;"PERS";137.168874;"2D";"S";1
"WASH";8007.399376;"Yes";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"DIV";112;12;93;3;"PERS";537.6;"SPO";"M";3
"OR";6886.324494;"No";"Extended";"COLL";"EMP";"M";34615;"SUBU";"MAR";87;6;73;7;"PERS";417.6;"4D";"M";2
"CAL";5106.781547;"No";"Basic";"COLL";"DIS";"F";29894;"RUR";"MAR";72;9;69;3;"PERS";16.510134;"4D";"L";3
"OR";5612.375586;"No";"Extended";"BACH";"UNEMP";"F";0;"SUBU";"SING";79;32;2;3;"CORP";379.2;"2D";"M";1
"WASH";5658.912313;"No";"Extended";"HSOB";"UNEMP";"M";0;"SUBU";"SING";84;32;96;4;"PERS";847.490817;"4D";"M";3
"OR";7263.599744;"No";"Basic";"HSOB";"EMP";"F";86732;"RUR";"MAR";180;0;95;1;"PERS";204.373113;"LUXS";"M";3
"NEV";8712.157741;"No";"Extended";"MAST";"EMP";"F";68516;"RUR";"MAR";216;17;0;1;"CORP";95.693949;"LUXS";"M";1
"CAL";9198.685111;"No";"Basic";"DOCT";"EMP";"M";31562;"SUBU";"MAR";115;14;6;3;"PERS";552;"SUV";"M";1
"OR";5162.370678;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"SING";74;33;92;4;"PERS";582.420512;"4D";"M";3
"AR";6289.946999;"No";"Extended";"BACH";"EMP";"F";24477;"SUBU";"MAR";79;15;32;3;"PERS";379.2;"4D";"S";1
"OR";3649.708655;"No";"Basic";"MAST";"UNEMP";"M";0;"SUBU";"SING";100;31;80;1;"PERS";480;"SUV";"M";3
"CAL";6766.558551;"No";"Extended";"COLL";"EMP";"M";20046;"SUBU";"MAR";87;15;59;3;"PERS";417.6;"2D";"M";3
"AR";4631.011293;"No";"Basic";"BACH";"EMP";"M";78152;"SUBU";"MAR";114;18;35;1;"CORP";547.2;"SUV";"M";1
"AR";6810.52531;"No";"Basic";"BACH";"UNEMP";"M";0;"SUBU";"MAR";65;7;47;2;"PERS";733.522405;"4D";"L";1
"OR";9378.634228;"No";"Basic";"COLL";"EMP";"F";36067;"SUBU";"MAR";117;30;78;3;"PERS";561.6;"SPO";"L";3
"OR";15762.53198;"No";"Basic";"BACH";"EMP";"F";44362;"RUR";"MAR";66;15;75;2;"CORP";142.113373;"4D";"S";3
"NEV";2635.505781;"No";"Basic";"MAST";"EMP";"M";77350;"SUBU";"DIV";66;11;4;1;"PERS";316.8;"4D";"M";1
"OR";5741.72743;"No";"Basic";"COLL";"EMP";"F";86641;"RUR";"MAR";71;17;79;6;"PERS";161.752532;"2D";"S";2
"OR";8414.942855;"No";"Basic";"COLL";"EMP";"M";72258;"RUR";"MAR";105;8;50;4;"PERS";12.497538;"SUV";"M";1
"OR";9123.911266;"No";"Basic";"BACH";"EMP";"M";70737;"SUBU";"MAR";114;25;12;4;"CORP";741.655597;"SUV";"M";1
"CAL";15994.008;"No";"Premium";"BACH";"UNEMP";"M";0;"SUBU";"SING";159;19;75;2;"PERS";1410.16929;"SUV";"M";3
"CAL";9022.08313;"No";"Extended";"COLL";"UNEMP";"M";0;"SUBU";"SING";125;7;99;3;"PERS";988.535078;"SUV";"L";3
"CAL";4759.664624;"No";"Extended";"COLL";"UNEMP";"M";0;"SUBU";"SING";81;10;80;3;"PERS";388.8;"4D";"M";3
"AR";3993.882994;"No";"Basic";"BACH";"DIS";"M";17672;"SUBU";"DIV";110;28;16;1;"PERS";792;"SUV";"M";1
"WASH";18853.73945;"No";"Premium";"HSOB";"UNEMP";"F";0;"SUBU";"SING";173;24;21;2;"CORP";1245.6;"SUV";"M";1
"OR";8840.193762;"No";"Basic";"HSOB";"EMP";"F";47297;"SUBU";"MAR";115;10;46;4;"PERS";796.130111;"SUV";"M";1
"CAL";6696.903521;"No";"Extended";"DOCT";"EMP";"F";57240;"RUR";"MAR";83;18;79;7;"CORP";83.652384;"4D";"M";2
"CAL";8476.082867;"No";"Basic";"BACH";"EMP";"M";28181;"SUBU";"MAR";109;32;41;3;"PERS";523.2;"SUV";"M";2
"AR";5205.748188;"No";"Basic";"BACH";"EMP";"F";31275;"SUBU";"DIV";66;26;0;3;"PERS";316.8;"2D";"M";1
"CAL";6141.961623;"No";"Basic";"COLL";"UNEMP";"M";0;"SUBU";"SING";182;24;45;1;"SPEC";1310.4;"LUX";"S";3
"CAL";4376.363592;"Yes";"Premium";"BACH";"EMP";"F";63774;"RUR";"DIV";111;18;63;1;"CORP";60.036683;"4D";"M";3
"OR";12375.02163;"No";"Basic";"HSOB";"EMP";"M";78441;"SUBU";"MAR";103;6;73;2;"PERS";613.866905;"SUV";"M";1
"OR";3451.10244;"No";"Basic";"COLL";"UNEMP";"F";0;"SUBU";"DIV";104;19;65;1;"PERS";499.2;"SUV";"S";3
"NEV";8107.26533;"No";"Extended";"COLL";"UNEMP";"M";0;"SUBU";"MAR";76;0;91;2;"CORP";364.8;"2D";"S";1
"WASH";8662.048958;"No";"Basic";"COLL";"UNEMP";"F";0;"URB";"MAR";117;0;65;4;"PERS";511.422666;"SUV";"M";1
"OR";8696.907111;"No";"Basic";"HSOB";"EMP";"M";91423;"URB";"MAR";109;3;71;5;"PERS";435.796252;"SUV";"M";2
"OR";2535.266473;"No";"Basic";"BACH";"EMP";"M";86933;"URB";"MAR";63;3;64;1;"CORP";269.563038;"2D";"L";1
"CAL";5633.741543;"No";"Basic";"DOCT";"EMP";"M";65255;"URB";"DIV";72;3;65;3;"PERS";321.457124;"4D";"S";3
"OR";5176.730072;"No";"Basic";"HSOB";"EMP";"M";41533;"URB";"MAR";65;2;46;9;"CORP";232.879766;"4D";"M";2
"CAL";5531.723723;"No";"Basic";"COLL";"EMP";"M";50097;"RUR";"DIV";71;25;81;5;"PERS";17.484679;"4D";"M";2
"CAL";2810.671023;"No";"Basic";"BACH";"EMP";"F";73858;"SUBU";"MAR";72;8;59;1;"PERS";422.59237;"4D";"M";1
"OR";2780.729047;"No";"Basic";"COLL";"EMP";"F";94943;"SUBU";"MAR";69;3;22;1;"PERS";387.545055;"4D";"M";1
"CAL";2572.452634;"No";"Basic";"COLL";"EMP";"F";72685;"RUR";"MAR";68;20;97;1;"PERS";14.464783;"4D";"M";3
"CAL";7664.219255;"No";"Basic";"COLL";"EMP";"M";60184;"RUR";"DIV";199;7;44;1;"PERS";161.61574;"LUXS";"M";3
"CAL";3839.746159;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"SING";106;29;38;1;"CORP";763.2;"SUV";"S";1
"CAL";2509.268453;"No";"Basic";"HSOB";"EMP";"M";74045;"SUBU";"SING";64;23;83;1;"PERS";307.2;"4D";"M";3
"NEV";14566.09246;"No";"Extended";"HSOB";"EMP";"M";52564;"RUR";"MAR";122;33;28;2;"PERS";42.131925;"SUV";"M";1
"WASH";3220.775528;"No";"Extended";"BACH";"ML";"M";19098;"SUBU";"MAR";87;35;3;1;"PERS";417.6;"2D";"M";1
"AR";3199.824902;"No";"Extended";"COLL";"EMP";"M";78784;"URB";"MAR";80;33;72;1;"PERS";239.964694;"4D";"M";3
"WASH";16045.10952;"No";"Basic";"COLL";"UNEMP";"F";0;"RUR";"SING";65;10;10;2;"PERS";163.046956;"2D";"M";1
"OR";4918.916267;"No";"Basic";"COLL";"EMP";"M";29256;"SUBU";"MAR";63;33;41;5;"PERS";302.4;"4D";"M";2
"AR";5623.757656;"No";"Basic";"HSOB";"EMP";"F";77912;"RUR";"SING";71;2;21;3;"CORP";23.89816;"4D";"M";1
"OR";5677.465907;"No";"Basic";"COLL";"EMP";"M";45345;"RUR";"MAR";72;28;86;3;"PERS";99.039453;"4D";"L";2
"OR";3016.444225;"No";"Extended";"COLL";"ML";"M";25630;"SUBU";"SING";86;8;63;1;"CORP";412.8;"2D";"M";3
"CAL";5279.124682;"No";"Basic";"COLL";"EMP";"M";22280;"RUR";"MAR";68;10;48;3;"PERS";169.414572;"4D";"L";1
"NEV";4803.935174;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"SING";69;31;25;7;"CORP";496.8;"4D";"S";2
"NEV";2608.786334;"No";"Basic";"MAST";"EMP";"M";61567;"RUR";"MAR";65;35;78;1;"PERS";39.532978;"4D";"S";3
"AR";7832.569008;"No";"Basic";"HSOB";"EMP";"M";34644;"SUBU";"MAR";66;7;36;2;"PERS";316.8;"4D";"M";1
"CAL";4260.33573;"No";"Basic";"COLL";"ML";"M";26991;"SUBU";"DIV";119;34;65;1;"CORP";856.8;"SUV";"M";3
"AR";2369.369299;"No";"Basic";"BACH";"EMP";"M";49746;"SUBU";"SING";61;5;88;1;"PERS";624.42874;"2D";"S";3
"CAL";20604.01627;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"SING";72;8;61;2;"SPEC";723.010515;"2D";"M";1
"AR";2652.067994;"No";"Basic";"COLL";"EMP";"F";49625;"URB";"MAR";66;29;9;1;"CORP";261.549577;"2D";"M";1
"AR";2597.864075;"No";"Basic";"COLL";"EMP";"F";49308;"RUR";"MAR";65;7;97;1;"CORP";150.235884;"4D";"M";3
"CAL";7712.436971;"No";"Extended";"MAST";"EMP";"F";63624;"RUR";"MAR";95;10;5;5;"PERS";175.243467;"4D";"M";1
"OR";4698.88415;"No";"Basic";"MAST";"EMP";"F";80358;"URB";"MAR";116;19;2;1;"PERS";443.637243;"SUV";"L";1
"WASH";3403.919366;"No";"Extended";"COLL";"EMP";"M";38460;"RUR";"DIV";88;15;1;1;"PERS";91.55098;"4D";"M";1
"CAL";4355.702301;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"SING";64;22;22;4;"PERS";460.8;"2D";"M";1
"CAL";11095.97445;"No";"Basic";"BACH";"UNEMP";"F";0;"SUBU";"SING";101;15.3737888832228;48;2;"PERS";727.2;"SUV";"M";1
"OR";3300.684961;"No";"Extended";"HSOB";"UNEMP";"F";0;"SUBU";"SING";92;3;9;1;"PERS";711.323244;"4D";"S";1
"CAL";6981.081694;"No";"Extended";"COLL";"EMP";"M";34835;"URB";"MAR";89;1;45;9;"PERS";294.691896;"2D";"M";2
"OR";16922.12519;"No";"Extended";"BACH";"EMP";"F";93836;"URB";"MAR";139;1;19;2;"CORP";497.353106;"SPO";"M";1
"OR";7639.670244;"No";"Basic";"MAST";"EMP";"M";34075;"RUR";"SING";196;8;87;1;"SPEC";451.896687;"LUXS";"S";3
"OR";19237.77089;"No";"Basic";"BACH";"EMP";"M";35624;"URB";"SING";66;6;55;2;"PERS";227.44626;"4D";"M";1
"OR";2915.649943;"No";"Basic";"DOCT";"EMP";"F";83218;"URB";"MAR";72;6;42;1;"PERS";245.103885;"4D";"M";1
"AR";4196.429642;"No";"Basic";"BACH";"EMP";"F";24641;"SUBU";"MAR";105;12;82;1;"PERS";504;"SUV";"M";3
"OR";16473.16905;"Yes";"Basic";"BACH";"RET";"M";22828;"SUBU";"MAR";106;11;54;2;"CORP";508.8;"SUV";"M";3
"OR";2657.570431;"No";"Basic";"COLL";"UNEMP";"M";0;"SUBU";"MAR";71;22;25;1;"PERS";340.8;"4D";"M";1
"CAL";3267.709691;"No";"Extended";"MAST";"EMP";"M";28729;"URB";"SING";90;26;19;1;"PERS";338.744392;"4D";"M";1
"AR";2584.532849;"No";"Basic";"BACH";"EMP";"M";72731;"RUR";"MAR";65;10;7;1;"PERS";125.704164;"4D";"M";1
"CAL";5503.919257;"No";"Basic";"COLL";"EMP";"F";59932;"RUR";"SING";71;16;77;3;"PERS";116.600107;"4D";"M";3
"WASH";8021.067105;"No";"Basic";"COLL";"EMP";"F";54292;"SUBU";"MAR";67;4;26;2;"PERS";321.6;"4D";"S";1
"CAL";19606.35999;"No";"Basic";"BACH";"UNEMP";"M";0;"SUBU";"SING";194;0;22;2;"PERS";931.2;"LUXS";"M";1
"CAL";1904.000852;"No";"Basic";"BACH";"UNEMP";"F";0;"SUBU";"SING";63;22;7;1;"PERS";302.4;"4D";"M";1
"NEV";7288.297591;"No";"Extended";"COLL";"EMP";"F";59414;"URB";"MAR";91;23;21;3;"PERS";340.32278;"2D";"M";1
"OR";5553.521059;"No";"Extended";"HSOB";"EMP";"M";96587;"SUBU";"MAR";138;31;99;1;"PERS";749.244062;"SUV";"M";3
"CAL";11702.34819;"No";"Basic";"BACH";"UNEMP";"M";0;"SUBU";"DIV";111;15;12;2;"PERS";532.8;"SUV";"M";1
"OR";36897.79765;"No";"Extended";"COLL";"UNEMP";"F";0;"SUBU";"SING";133;0;59;2;"PERS";638.4;"SUV";"M";3
"CAL";2957.102851;"No";"Basic";"COLL";"EMP";"M";94362;"URB";"DIV";74;21;96;1;"PERS";195.405949;"2D";"L";3
"OR";19643.54421;"No";"Basic";"BACH";"EMP";"F";84488;"URB";"MAR";61;33;71;2;"PERS";208.885686;"4D";"M";3
"CAL";4111.888285;"No";"Premium";"COLL";"EMP";"F";65085;"URB";"MAR";103;20;55;1;"PERS";480.073548;"4D";"M";1
"CAL";15122.99194;"No";"Basic";"BACH";"UNEMP";"F";0;"SUBU";"SING";72;35;86;2;"PERS";518.4;"2D";"M";3
"CAL";12807.09083;"No";"Basic";"COLL";"UNEMP";"F";0;"SUBU";"MAR";69;32;21;2;"SPEC";450.760925;"4D";"S";1
"AR";2500.241685;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"MAR";67;4;44;1;"PERS";664.128009;"4D";"S";1
"NEV";4260.709139;"No";"Basic";"COLL";"UNEMP";"M";0;"SUBU";"SING";62;1;73;3;"PERS";446.4;"4D";"S";1
"CAL";2609.533154;"No";"Basic";"BACH";"EMP";"M";60798;"SUBU";"MAR";66;21;57;1;"PERS";316.8;"4D";"M";3
"AR";10796.44832;"No";"Basic";"HSOB";"EMP";"F";30761;"SUBU";"DIV";69;16;16;2;"SPEC";331.2;"2D";"S";1
"AR";2590.654042;"No";"Basic";"COLL";"EMP";"F";25981;"RUR";"MAR";65;33;38;1;"PERS";77.54669;"2D";"L";1
"CAL";29199.81072;"No";"Premium";"BACH";"EMP";"M";67739;"RUR";"DIV";149;4;76;2;"PERS";270.373444;"SUV";"M";3
"AR";4194.659772;"No";"Basic";"DOCT";"EMP";"F";25581;"URB";"MAR";105;9;21;1;"PERS";429.695284;"SUV";"M";1
"CAL";10314.52484;"No";"Basic";"HSOB";"EMP";"F";99759;"RUR";"MAR";65;12;25;2;"PERS";74.463101;"2D";"M";1
"WASH";9028.307862;"No";"Basic";"HSOB";"EMP";"M";76514;"SUBU";"MAR";112;19;0;3;"PERS";573.941286;"SUV";"M";1
"AR";3954.344534;"Yes";"Basic";"BACH";"DIS";"M";18375;"SUBU";"MAR";103;8;50;1;"PERS";535.080276;"SPO";"L";3
"CAL";6089.517361;"No";"Extended";"BACH";"ML";"M";21832;"SUBU";"SING";84;29;39;3;"PERS";403.2;"4D";"S";2
"AR";12827.42831;"No";"Premium";"COLL";"UNEMP";"F";0;"SUBU";"SING";117;25;43;2;"PERS";842.4;"2D";"M";1
"CAL";9135.291575;"No";"Basic";"COLL";"EMP";"F";95330;"SUBU";"MAR";113;1;1;3;"CORP";542.4;"SPO";"M";1
"CAL";7902.681227;"No";"Basic";"COLL";"UNEMP";"F";0;"SUBU";"MAR";106;21;25;9;"PERS";634.396608;"SUV";"S";2
"CAL";14827.91055;"No";"Basic";"COLL";"UNEMP";"F";0;"SUBU";"MAR";68;31;69;2;"PERS";326.4;"2D";"M";3
"OR";2500.834374;"No";"Basic";"BACH";"EMP";"M";25899;"SUBU";"MAR";63;20;36;1;"PERS";302.4;"4D";"M";1
"AR";5395.346288;"No";"Basic";"BACH";"UNEMP";"F";0;"SUBU";"MAR";74;13;30;4;"PERS";355.2;"4D";"M";1
"OR";2651.615963;"No";"Basic";"BACH";"EMP";"F";33201;"URB";"MAR";66;9;56;1;"PERS";314.044227;"2D";"M";3
"CAL";2119.894333;"No";"Basic";"COLL";"DIS";"M";18287;"SUBU";"MAR";61;6;56;1;"PERS";292.8;"2D";"M";3
"AR";7155.471967;"No";"Extended";"DOCT";"EMP";"F";76506;"SUBU";"DIV";89;35;65;8;"PERS";427.2;"2D";"S";2
"CAL";5994.226432;"No";"Extended";"HSOB";"EMP";"M";41859;"RUR";"MAR";76;18;58;5;"PERS";166.1306;"2D";"L";3
"OR";22647.21772;"No";"Extended";"COLL";"RET";"M";27504;"SUBU";"DIV";91;26;45;2;"PERS";436.8;"4D";"S";3
"AR";2833.797966;"No";"Basic";"HSOB";"EMP";"M";45360;"SUBU";"DIV";73;16;71;1;"CORP";350.4;"4D";"M";3
"CAL";22332.43946;"Yes";"Extended";"COLL";"EMP";"M";49078;"SUBU";"SING";97;10;3;2;"CORP";484.013411;"4D";"M";1
"CAL";5846.41534;"No";"Extended";"HSOB";"UNEMP";"M";0;"SUBU";"SING";90;16;66;6;"PERS";648;"4D";"M";3
"AR";2867.211836;"No";"Basic";"COLL";"EMP";"F";91810;"RUR";"MAR";71;27;43;1;"CORP";165.520952;"4D";"M";3
"OR";14435.66453;"No";"Extended";"COLL";"EMP";"M";70600;"SUBU";"DIV";122;26;5;2;"PERS";636.982333;"SUV";"M";1
"AR";5237.477743;"No";"Extended";"COLL";"EMP";"F";33554;"SUBU";"MAR";131;25;36;1;"SPEC";934.656068;"SUV";"M";1
"CAL";7710.912153;"No";"Basic";"BACH";"EMP";"M";77642;"URB";"MAR";64;20;14;2;"PERS";282.146354;"2D";"L";1
"CAL";5158.576449;"No";"Basic";"COLL";"EMP";"M";25963;"URB";"MAR";66;11;35;9;"PERS";298.954932;"4D";"M";2
"CAL";5414.897604;"No";"Extended";"BACH";"EMP";"F";57452;"SUBU";"MAR";136;25;10;1;"PERS";652.8;"SUV";"L";1
"WASH";2903.749709;"No";"Extended";"MAST";"UNEMP";"F";0;"SUBU";"MAR";77;15;89;1;"PERS";491.66348;"4D";"M";3
"AR";5575.751228;"No";"Basic";"HSOB";"EMP";"M";91416;"RUR";"MAR";69;4;39;5;"PERS";109.904496;"4D";"M";2
"CAL";2616.409509;"No";"Basic";"BACH";"DIS";"M";22000;"SUBU";"MAR";69;27;36;1;"PERS";383.224514;"2D";"M";1
"OR";4617.838205;"No";"Premium";"BACH";"EMP";"M";41167;"URB";"DIV";118;16;4;1;"PERS";554.957693;"4D";"L";1
"OR";20123.86854;"No";"Basic";"HSOB";"UNEMP";"M";0;"SUBU";"SING";70;18;23;2;"PERS";504;"4D";"S";1
"CAL";3200.795405;"No";"Extended";"BACH";"UNEMP";"F";0;"SUBU";"MAR";86;8;37;1;"CORP";412.8;"4D";"S";1
"OR";8583.854913;"No";"Basic";"COLL";"EMP";"M";53944;"SUBU";"MAR";71;13;20;2;"PERS";340.8;"2D";"M";1
"NEV";4349.30875;"Yes";"Basic";"COLL";"EMP";"F";75648;"RUR";"MAR";108;28;10;1;"PERS";112.660916;"SUV";"L";1
"CAL";4729.593583;"No";"Basic";"BACH";"ML";"M";29414;"RUR";"DIV";64;2;32;3;"PERS";71.303109;"4D";"M";1
"AR";5015.009472;"Yes";"Extended";"BACH";"EMP";"F";48567;"SUBU";"SING";130;12;15;1;"PERS";624;"SUV";"M";1
"AR";5797.604861;"No";"Basic";"BACH";"EMP";"F";69276;"URB";"MAR";74;14;22;8;"PERS";201.327931;"2D";"M";2
"CAL";3475.07136;"No";"Extended";"HSOB";"UNEMP";"M";0;"SUBU";"MAR";96;6;60;1;"PERS";460.8;"2D";"L";3
"AR";8542.218196;"No";"Premium";"COLL";"EMP";"F";50117;"URB";"SING";107;13;98;4;"CORP";462.654347;"4D";"M";3
"AR";16473.16905;"Yes";"Basic";"BACH";"RET";"M";22828;"SUBU";"MAR";106;11;54;2;"PERS";508.8;"SUV";"M";3
"OR";6776.353402;"No";"Extended";"HSOB";"UNEMP";"F";0;"SUBU";"SING";96;0;38;3;"PERS";818.730215;"4D";"S";1
"OR";9713.156737;"No";"Extended";"HSOB";"UNEMP";"F";0;"SUBU";"SING";136;7;34;3;"CORP";979.2;"SUV";"L";1
"OR";4429.193391;"No";"Basic";"HSOB";"EMP";"F";20868;"SUBU";"MAR";112;14;11;1;"PERS";537.6;"SUV";"L";1
"CAL";2435.535995;"No";"Basic";"BACH";"EMP";"F";40921;"RUR";"MAR";62;0;50;1;"CORP";10.560419;"4D";"M";1
"NEV";9863.502214;"No";"Extended";"MAST";"EMP";"F";99654;"RUR";"MAR";121;13;95;3;"PERS";272.788141;"SUV";"M";1
"OR";8207.858272;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"SING";110;16;17;5;"SPEC";686.90827;"SPO";"M";1
"AR";2781.446975;"No";"Basic";"BACH";"EMP";"M";56218;"URB";"MAR";72;17;74;1;"PERS";302.942519;"4D";"M";3
"AR";5807.994569;"No";"Basic";"HSOB";"EMP";"F";70717;"RUR";"MAR";72;20;89;5;"PERS";37.28874;"2D";"M";2
"CAL";8395.272249;"No";"Basic";"COLL";"EMP";"M";62989;"URB";"DIV";71;3;18;2;"PERS";319.131547;"4D";"M";1
"AR";14333.92489;"No";"Basic";"MAST";"EMP";"M";41459;"SUBU";"MAR";71;8;4;2;"PERS";340.8;"4D";"M";1
"CAL";11003.54385;"No";"Basic";"MAST";"UNEMP";"F";0;"SUBU";"SING";102;20;7;2;"PERS";489.6;"SUV";"M";1
"OR";4049.807215;"No";"Premium";"COLL";"EMP";"M";42512;"RUR";"MAR";105;15.1785246617198;72;1;"PERS";77.479316;"4D";"M";3
"AR";2141.750757;"No";"Basic";"BACH";"UNEMP";"M";0;"SUBU";"MAR";61;5;90;1;"PERS";437.040616;"4D";"M";3
"NEV";5079.843625;"No";"Extended";"DOCT";"EMP";"F";83288;"URB";"MAR";124;18;70;1;"PERS";353.397699;"SUV";"M";3
"CAL";2895.522489;"No";"Basic";"HSOB";"EMP";"M";46267;"URB";"MAR";72;4;73;1;"PERS";231.969205;"4D";"M";3
"OR";9031.214859;"Yes";"Extended";"MAST";"UNEMP";"F";0;"SUBU";"SING";122;15;47;9;"CORP";650.52179;"SPO";"M";2
"OR";6554.390004;"No";"Extended";"MAST";"EMP";"M";74424;"SUBU";"MAR";81;26;74;9;"PERS";388.8;"4D";"M";2
"OR";7487.744636;"No";"Basic";"COLL";"UNEMP";"F";0;"SUBU";"SING";72;15;70;2;"PERS";693.084662;"4D";"M";3
"NEV";15118.89548;"No";"Basic";"DOCT";"EMP";"M";58883;"SUBU";"MAR";62;1;47;2;"CORP";432.480275;"2D";"M";1
"OR";9007.431501;"No";"Premium";"HSOB";"EMP";"M";41539;"SUBU";"SING";116;11;35;3;"PERS";556.8;"4D";"M";1
"CAL";5488.931031;"No";"Basic";"HSOB";"EMP";"F";33881;"RUR";"MAR";68;11;83;9;"PERS";65.659137;"4D";"L";2
"CAL";7234.142952;"No";"Extended";"BACH";"EMP";"F";86448;"RUR";"MAR";90;25;79;6;"PERS";59.853369;"4D";"M";2
"AR";5205.751205;"No";"Basic";"COLL";"DIS";"F";25237;"SUBU";"DIV";69;23;52;9;"PERS";378.345883;"4D";"M";2
"NEV";4697.152892;"No";"Basic";"HSOB";"UNEMP";"F";0;"SUBU";"SING";67;10;75;7;"SPEC";482.4;"4D";"M";2
"AR";6207.171358;"No";"Extended";"COLL";"EMP";"F";49419;"URB";"MAR";77;3;34;4;"PERS";203.296071;"4D";"M";1
"OR";6615.815683;"No";"Extended";"COLL";"EMP";"M";90414;"SUBU";"MAR";83;7;49;6;"PERS";398.4;"4D";"S";2
"CAL";9708.504642;"No";"Extended";"COLL";"EMP";"M";39930;"SUBU";"SING";86;22;64;2;"PERS";412.8;"4D";"M";3
"CAL";10831.13004;"No";"Extended";"DOCT";"DIS";"M";23202;"SUBU";"DIV";96;29;59;2;"PERS";460.8;"4D";"M";3
"CAL";4626.801093;"Yes";"Basic";"MAST";"EMP";"F";79487;"SUBU";"DIV";114;20;87;1;"PERS";547.2;"SUV";"M";3
"OR";6748.231188;"No";"Extended";"MAST";"EMP";"M";68423;"URB";"SING";85;14;81;7;"PERS";324.413656;"2D";"L";2
"AR";2542.06388;"No";"Basic";"BACH";"EMP";"F";84495;"SUBU";"MAR";63;15;61;1;"SPEC";302.4;"2D";"S";3
"CAL";5450.394878;"No";"Basic";"DOCT";"EMP";"M";43091;"URB";"MAR";69;2;36;6;"CORP";330.138332;"4D";"M";2
"AR";7243.865476;"No";"Extended";"HSOB";"EMP";"M";41951;"RUR";"MAR";91;30;56;7;"PERS";40.536151;"4D";"M";2
"NEV";8306.550901;"No";"Basic";"COLL";"EMP";"M";89834;"SUBU";"SING";105;17;14;3;"PERS";504;"SUV";"M";1
