"State";"Customer.Lifetime.Value";"Response";"Coverage";"Education";"EmploymentStatus";"Gender";"Income";"Location.Code";"Marital.Status";"Monthly.Premium.Auto";"Months.Since.Last.Claim";"Months.Since.Policy.Inception";"Number.of.Policies";"Policy.Type";"Total.Claim.Amount";"Vehicle.Class";"Vehicle.Size"
"Oregon";5308.246978;"No";"Premium";"Doctor";"Unemployed";"F";0;"Rural";"Single";145;29;70;1;"Personal Auto";358.765757;"SUV";"Medsize"
"California";2674.730716;"Yes";"Basic";"College";"Employed";"M";56342;"Suburban";"Single";69;12;89;1;"Personal Auto";331.2;"Four-Door Car";"Small"
"California";4929.8075;"No";"Basic";"High School or Below";"Unemployed";"F";0;"Suburban";"Single";70;25;21;6;"Personal Auto";837.438442;"Four-Door Car";"Medsize"
"California";14131.12134;"No";"Basic";"High School or Below";"Employed";"M";28327;"Suburban";"Single";185;29;26;3;"Personal Auto";888;"Luxury Car";"Medsize"
"Oregon";2471.528431;"Yes";"Basic";"High School or Below";"Employed";"M";95697;"Rural";"Married";61;16;55;1;"Personal Auto";114.273025;"Two-Door Car";"Medsize"
"Arizona";6005.214792;"Yes";"Extended";"High School or Below";"Employed";"M";26876;"Suburban";"Single";76;17;72;8;"Personal Auto";364.8;"Four-Door Car";"Medsize"
"Washington";14082.63918;"No";"Premium";"College";"Unemployed";"M";0;"Suburban";"Single";102;17;91;2;"Personal Auto";734.4;"Four-Door Car";"Large"
"Nevada";19116.56806;"No";"Basic";"Bachelor";"Unemployed";"F";0;"Suburban";"Single";61;31;43;2;"Personal Auto";657.808231;"Two-Door Car";"Small"
"California";6631.665538;"No";"Extended";"College";"Employed";"M";32918;"Suburban";"Married";84;33;69;3;"Personal Auto";403.2;"Four-Door Car";"Medsize"
"Oregon";7432.299921;"No";"Basic";"High School or Below";"Unemployed";"F";0;"Suburban";"Single";71;4;76;2;"Personal Auto";447.333545;"Four-Door Car";"Medsize"
"Nevada";2928.115104;"No";"Basic";"High School or Below";"Employed";"M";63127;"Rural";"Married";74;35;17;1;"Personal Auto";174.292234;"Two-Door Car";"Large"
"California";46611.87375;"No";"Extended";"College";"Employed";"M";22022;"Suburban";"Single";136;35;1;2;"Personal Auto";979.2;"SUV";"Large"
"Oregon";16515.00927;"No";"Extended";"High School or Below";"Employed";"F";51725;"Rural";"Married";138;9;16;2;"Personal Auto";159.004261;"SUV";"Medsize"
"Washington";8609.158215;"Yes";"Basic";"Bachelor";"Employed";"F";79090;"Urban";"Married";107;2;74;3;"Personal Auto";289.040734;"SUV";"Medsize"
"Oregon";10213.56338;"No";"Extended";"College";"Employed";"F";39719;"Suburban";"Divorced";131;1;57;3;"Personal Auto";628.8;"Sports Car";"Medsize"
"Nevada";10049.28585;"No";"Extended";"College";"Employed";"M";58194;"Suburban";"Married";84;26;23;2;"Personal Auto";450.996589;"Four-Door Car";"Small"
"Oregon";5746.148291;"No";"Basic";"College";"Employed";"M";61990;"Rural";"Married";72;21;47;9;"Personal Auto";48.884434;"Four-Door Car";"Medsize"
"Oregon";3746.751625;"Yes";"Extended";"College";"Employed";"F";41479;"Rural";"Married";94;14;38;1;"Personal Auto";19.575683;"Two-Door Car";"Large"
"Oregon";7486.068405;"No";"Extended";"Bachelor";"Employed";"F";97899;"Rural";"Divorced";95;29;73;7;"Personal Auto";3.772105;"Four-Door Car";"Medsize"
"Nevada";9120.065162;"No";"Basic";"College";"Employed";"F";63878;"Urban";"Married";113;32;47;9;"Personal Auto";370.285349;"SUV";"Small"
"Oregon";5678.046711;"No";"Basic";"High School or Below";"Employed";"F";68671;"Rural";"Married";70;30;49;6;"Special Auto";8.076879;"Two-Door Car";"Medsize"
"Nevada";7517.083811;"No";"Basic";"Bachelor";"Unemployed";"F";0;"Suburban";"Single";102;19;13;3;"Personal Auto";1178.995926;"SUV";"Medsize"
"Oregon";4530.530663;"No";"Basic";"College";"Employed";"M";34640;"Urban";"Married";117;23;54;1;"Personal Auto";466.318191;"Sports Car";"Medsize"
"California";2691.380574;"No";"Basic";"Bachelor";"Retired";"F";21959;"Suburban";"Married";71;0;69;1;"Corporate Auto";340.8;"Four-Door Car";"Small"
"Arizona";8068.623946;"No";"Basic";"Bachelor";"Employed";"F";51584;"Suburban";"Divorced";69;11;98;2;"Corporate Auto";368.919773;"Two-Door Car";"Small"
"Oregon";2478.576723;"No";"Basic";"Bachelor";"Employed";"F";65744;"Urban";"Divorced";62;9;77;1;"Corporate Auto";166.507217;"Four-Door Car";"Medsize"
"Arizona";9112.041503;"No";"Basic";"Bachelor";"Disabled";"F";25198;"Suburban";"Married";118;26;36;4;"Personal Auto";566.4;"SUV";"Small"
"Arizona";2772.441318;"No";"Basic";"Master";"Employed";"F";79663;"Urban";"Divorced";69;14;39;1;"Personal Auto";263.957201;"Two-Door Car";"Medsize"
"Arizona";4305.793209;"No";"Basic";"Bachelor";"Employed";"F";31071;"Rural";"Single";111;0;57;1;"Personal Auto";215.23091;"Sports Car";"Small"
"California";5103.35758;"No";"Extended";"Bachelor";"Employed";"F";39452;"Urban";"Divorced";131;6;54;1;"Corporate Auto";398.190882;"SUV";"Medsize"
"Oregon";4784.960513;"No";"Basic";"Bachelor";"Employed";"F";25813;"Urban";"Divorced";61;16;97;8;"Personal Auto";205.332749;"Four-Door Car";"Medsize"
"Oregon";10541.10977;"No";"Extended";"Doctor";"Employed";"F";59965;"Suburban";"Married";131;7;54;7;"Personal Auto";905.030448;"SUV";"Medsize"
"Washington";2179.425137;"No";"Basic";"High School or Below";"Unemployed";"M";0;"Suburban";"Single";63;23;90;1;"Personal Auto";544.362598;"Two-Door Car";"Medsize"
"Nevada";7610.840476;"No";"Extended";"College";"Employed";"F";98701;"Rural";"Married";94;22;66;3;"Personal Auto";79.615631;"Four-Door Car";"Small"
"Arizona";8510.525936;"No";"Extended";"College";"Unemployed";"F";0;"Suburban";"Single";121;5;94;8;"Personal Auto";871.2;"Sports Car";"Medsize"
"Oregon";16172.94049;"No";"Basic";"College";"Employed";"F";64388;"Rural";"Single";68;9;46;2;"Personal Auto";12.394834;"Four-Door Car";"Medsize"
"Oregon";2425.494812;"No";"Basic";"College";"Employed";"M";66841;"Rural";"Divorced";62;4;73;1;"Personal Auto";123.436634;"Four-Door Car";"Medsize"
"Oregon";2899.317224;"No";"Basic";"High School or Below";"Employed";"F";33738;"Urban";"Divorced";74;6;50;1;"Corporate Auto";304.390472;"Four-Door Car";"Medsize"
"California";3633.05403;"No";"Extended";"Bachelor";"Employed";"M";43334;"Suburban";"Married";95;3;72;1;"Corporate Auto";614.367195;"Two-Door Car";"Small"
"California";3457.154249;"No";"Extended";"College";"Unemployed";"F";0;"Urban";"Married";91;13;89;1;"Personal Auto";245.673365;"Four-Door Car";"Medsize"
"Nevada";3394.720301;"No";"Extended";"College";"Employed";"F";83431;"Suburban";"Married";84;13;33;1;"Personal Auto";403.2;"Four-Door Car";"Medsize"
"Washington";3781.4548;"No";"Extended";"College";"Employed";"M";57647;"Suburban";"Married";94;3;99;1;"Personal Auto";451.2;"Two-Door Car";"Medsize"
"Oregon";5841.528134;"No";"Extended";"Bachelor";"Unemployed";"M";0;"Suburban";"Divorced";79;17;4;3;"Personal Auto";379.2;"Four-Door Car";"Large"
"California";5479.854218;"No";"Basic";"High School or Below";"Employed";"M";38210;"Suburban";"Married";69;25;41;3;"Personal Auto";383.043363;"Four-Door Car";"Medsize"
"Nevada";20455.24946;"No";"Basic";"High School or Below";"Unemployed";"F";0;"Suburban";"Married";67;28;72;2;"Personal Auto";482.4;"Four-Door Car";"Large"
"Oregon";8319.123035;"No";"Basic";"Bachelor";"Employed";"F";49734;"Rural";"Married";69;3;41;2;"Corporate Auto";154.748539;"Four-Door Car";"Medsize"
"Washington";5181.620895;"Yes";"Basic";"Master";"Employed";"F";97131;"Suburban";"Married";64;5;80;6;"Personal Auto";307.2;"Four-Door Car";"Small"
"Oregon";4163.79336;"No";"Basic";"College";"Disabled";"M";11689;"Suburban";"Divorced";117;7;46;1;"Corporate Auto";561.6;"SUV";"Medsize"
"Arizona";4853.100287;"No";"Extended";"High School or Below";"Medical Leave";"F";17120;"Suburban";"Married";125;14;95;1;"Special Auto";717.285949;"SUV";"Medsize"
"Oregon";7531.697272;"No";"Basic";"High School or Below";"Employed";"M";82157;"Suburban";"Single";188;5;33;1;"Corporate Auto";1353.6;"Luxury Car";"Medsize"
"Washington";3280.457296;"No";"Extended";"Bachelor";"Employed";"F";63297;"Urban";"Married";82;1;33;1;"Personal Auto";251.756739;"Four-Door Car";"Medsize"
"Washington";32961.15225;"No";"Basic";"High School or Below";"Employed";"F";66014;"Urban";"Married";102;34;11;2;"Personal Auto";459.966453;"SUV";"Medsize"
"California";2684.581561;"No";"Basic";"High School or Below";"Employed";"M";98121;"Suburban";"Divorced";67;22;49;1;"Personal Auto";383.655742;"Two-Door Car";"Small"
"Washington";10392.96347;"No";"Extended";"Bachelor";"Employed";"M";93495;"Urban";"Married";129;8;0;9;"Personal Auto";618.20653;"SUV";"Medsize"
"Oregon";9036.657561;"No";"Premium";"College";"Employed";"F";89382;"Suburban";"Married";112;2;61;3;"Corporate Auto";573.990258;"Four-Door Car";"Small"
"Arizona";5352.18703;"No";"Extended";"High School or Below";"Employed";"F";97742;"Rural";"Married";132;6;52;1;"Corporate Auto";199.590599;"SUV";"Medsize"
"Arizona";11880.96623;"No";"Premium";"High School or Below";"Unemployed";"F";0;"Suburban";"Single";114;29;96;2;"Personal Auto";820.8;"Four-Door Car";"Medsize"
"Oregon";2557.094323;"No";"Basic";"College";"Unemployed";"M";0;"Suburban";"Divorced";73;30;8;1;"Corporate Auto";525.6;"Four-Door Car";"Medsize"
"California";7914.82311;"No";"Extended";"College";"Employed";"F";77153;"Urban";"Married";99;3;27;5;"Personal Auto";355.641958;"Four-Door Car";"Medsize"
"California";9840.082616;"No";"Extended";"Master";"Employed";"M";94590;"Suburban";"Married";81;26;31;2;"Personal Auto";388.8;"Two-Door Car";"Medsize"
"Arizona";4351.550504;"No";"Premium";"High School or Below";"Employed";"F";74163;"Suburban";"Married";108;14;63;1;"Personal Auto";518.4;"Four-Door Car";"Small"
"Oregon";22207.82615;"No";"Premium";"High School or Below";"Employed";"F";40450;"Suburban";"Married";287;8;20;7;"Personal Auto";1377.6;"Luxury SUV";"Small"
"Oregon";4825.258632;"No";"Basic";"High School or Below";"Unemployed";"M";0;"Suburban";"Single";71;8;30;8;"Personal Auto";511.2;"Two-Door Car";"Medsize"
"Arizona";6947.838781;"No";"Extended";"High School or Below";"Unemployed";"F";0;"Suburban";"Single";99;12;77;4;"Corporate Auto";475.2;"Two-Door Car";"Medsize"
"California";3344.809462;"No";"Extended";"College";"Employed";"F";33243;"Rural";"Married";85;13;19;1;"Personal Auto";24.555177;"Four-Door Car";"Small"
"Arizona";2357.503128;"No";"Basic";"Master";"Unemployed";"M";0;"Urban";"Married";64;25;80;1;"Personal Auto";199.791024;"Four-Door Car";"Medsize"
"Oregon";35944.71048;"No";"Premium";"High School or Below";"Unemployed";"M";0;"Suburban";"Single";114;33;55;2;"Corporate Auto";820.8;"Four-Door Car";"Large"
"Nevada";10408.96865;"Yes";"Basic";"High School or Below";"Retired";"M";20228;"Suburban";"Divorced";101;3;43;2;"Personal Auto";523.815839;"SUV";"Medsize"
"Arizona";4048.16129;"No";"Basic";"High School or Below";"Employed";"F";92801;"Urban";"Married";100;24;23;1;"Personal Auto";407.045238;"SUV";"Medsize"
"Oregon";6852.001946;"No";"Basic";"College";"Unemployed";"M";0;"Suburban";"Single";69;7;45;2;"Personal Auto";406.999443;"Four-Door Car";"Medsize"
"California";2903.024168;"No";"Basic";"College";"Employed";"M";36845;"Suburban";"Married";74;14;33;1;"Personal Auto";355.2;"Four-Door Car";"Small"
"California";18039.11422;"No";"Basic";"College";"Unemployed";"F";0;"Suburban";"Single";63;28;82;2;"Personal Auto";503.204804;"Four-Door Car";"Medsize"
"California";3242.043926;"No";"Extended";"Master";"Employed";"F";72330;"Rural";"Married";81;2;50;1;"Personal Auto";126.509441;"Four-Door Car";"Small"
"Nevada";2467.620791;"No";"Basic";"Bachelor";"Medical Leave";"F";19352;"Suburban";"Married";65;16;0;1;"Personal Auto";724.463534;"Four-Door Car";"Small"
"Arizona";5674.383424;"No";"Basic";"College";"Unemployed";"M";0;"Suburban";"Married";62;13;6;2;"Personal Auto";297.6;"Four-Door Car";"Medsize"
"Arizona";8634.355958;"No";"Extended";"College";"Disabled";"F";25073;"Suburban";"Single";79;3;84;2;"Personal Auto";379.2;"Four-Door Car";"Medsize"
"Oregon";2780.196856;"No";"Basic";"High School or Below";"Disabled";"F";20261;"Suburban";"Divorced";72;4;55;1;"Personal Auto";345.6;"Four-Door Car";"Large"
"Oregon";22056.00496;"No";"Extended";"Master";"Employed";"M";66851;"Urban";"Married";92;10;70;2;"Personal Auto";408.550442;"Four-Door Car";"Medsize"
"Arizona";2514.59196;"Yes";"Basic";"High School or Below";"Employed";"F";43860;"Rural";"Single";65;15;58;1;"Corporate Auto";156.124914;"Four-Door Car";"Medsize"
"Oregon";5886.221122;"No";"Basic";"College";"Unemployed";"M";0;"Suburban";"Single";180;21;68;1;"Corporate Auto";1777.471271;"Luxury Car";"Small"
"California";7706.036295;"No";"Basic";"Doctor";"Employed";"F";48019;"Rural";"Married";64;15;94;2;"Corporate Auto";137.665031;"Four-Door Car";"Medsize"
"California";2790.458197;"No";"Basic";"College";"Employed";"M";28786;"Suburban";"Married";71;30;69;1;"Personal Auto";345.619809;"Four-Door Car";"Medsize"
"California";2397.036098;"Yes";"Basic";"High School or Below";"Retired";"F";22283;"Suburban";"Divorced";65;16;93;1;"Corporate Auto";572.072106;"Four-Door Car";"Medsize"
"Arizona";8834.322784;"No";"Basic";"Bachelor";"Employed";"F";34133;"Rural";"Divorced";111;0;72;7;"Personal Auto";226.9684;"SUV";"Small"
"Arizona";14435.67365;"Yes";"Premium";"Master";"Employed";"M";60880;"Rural";"Married";119;25;89;2;"Personal Auto";109.906628;"Two-Door Car";"Medsize"
"California";6871.966648;"No";"Premium";"Bachelor";"Unemployed";"F";0;"Suburban";"Married";196;5;59;1;"Personal Auto";940.8;"Sports Car";"Medsize"
"Oregon";15362.35442;"No";"Basic";"High School or Below";"Employed";"M";48115;"Suburban";"Married";192;15;67;5;"Personal Auto";1382.4;"Luxury Car";"Large"
"California";4834.797545;"No";"Basic";"College";"Employed";"F";32017;"Suburban";"Married";62;9;10;7;"Personal Auto";297.6;"Four-Door Car";"Small"
"Oregon";10899.30177;"No";"Extended";"High School or Below";"Employed";"F";58518;"Rural";"Married";136;17;9;3;"Personal Auto";323.637414;"SUV";"Medsize"
"California";5284.041003;"No";"Basic";"Bachelor";"Employed";"M";61542;"Suburban";"Married";67;33;83;6;"Personal Auto";321.6;"Four-Door Car";"Medsize"
"Oregon";2891.726781;"No";"Basic";"Bachelor";"Employed";"F";56761;"Rural";"Married";73;31;80;1;"Corporate Auto";85.146928;"Two-Door Car";"Large"
"California";4900.545112;"No";"Basic";"College";"Disabled";"M";22976;"Suburban";"Married";66;19;33;4;"Personal Auto";345.951322;"Four-Door Car";"Large"
"Nevada";20842.5963;"No";"Basic";"High School or Below";"Unemployed";"F";0;"Suburban";"Single";72;14;29;2;"Personal Auto";709.082334;"Four-Door Car";"Medsize"
"Washington";8415.644389;"No";"Basic";"College";"Unemployed";"M";0;"Suburban";"Single";62;8;98;2;"Personal Auto";446.4;"Four-Door Car";"Small"
"Arizona";6630.836094;"No";"Basic";"Bachelor";"Unemployed";"M";0;"Urban";"Divorced";66;20;53;2;"Personal Auto";315.950185;"Four-Door Car";"Medsize"
"Arizona";12036.62051;"Yes";"Basic";"Bachelor";"Employed";"M";44428;"Suburban";"Single";104;17;61;2;"Personal Auto";499.2;"SUV";"Medsize"
"Nevada";3895.034766;"No";"Premium";"Bachelor";"Employed";"M";52361;"Suburban";"Single";102;13;78;1;"Personal Auto";645.952371;"Four-Door Car";"Medsize"
"California";11701.06985;"No";"Premium";"College";"Employed";"M";32435;"Suburban";"Married";297;24;68;1;"Personal Auto";1767.348807;"Luxury Car";"Medsize"
"California";3419.108695;"No";"Extended";"High School or Below";"Employed";"M";40272;"Rural";"Married";86;8;64;1;"Personal Auto";23.387192;"Two-Door Car";"Medsize"
"Arizona";7302.775082;"No";"Basic";"Master";"Employed";"M";30492;"Urban";"Married";61;32;68;2;"Personal Auto";171.38289;"Four-Door Car";"Medsize"
"Arizona";19685.40911;"No";"Extended";"High School or Below";"Employed";"M";51524;"Suburban";"Married";244;6;30;3;"Personal Auto";1171.2;"Luxury Car";"Small"
"Arizona";2486.064902;"No";"Basic";"College";"Employed";"M";36635;"Suburban";"Married";63;20;28;1;"Corporate Auto";302.4;"Four-Door Car";"Small"
"Arizona";5224.328801;"No";"Basic";"Bachelor";"Employed";"F";83389;"Urban";"Married";65;5;57;3;"Corporate Auto";209.25613;"Two-Door Car";"Small"
"Oregon";49221.43073;"No";"Premium";"Bachelor";"Employed";"F";63035;"Suburban";"Married";153;20;97;2;"Personal Auto";734.4;"SUV";"Medsize"
"California";3167.888725;"No";"Extended";"Bachelor";"Employed";"M";61638;"Suburban";"Divorced";82;3;55;1;"Corporate Auto";544.340079;"Four-Door Car";"Medsize"
"Arizona";7805.31287;"Yes";"Basic";"College";"Retired";"F";21073;"Suburban";"Divorced";106;25;54;3;"Personal Auto";508.8;"SUV";"Small"
"California";13197.92893;"Yes";"Basic";"College";"Unemployed";"F";0;"Suburban";"Single";68;19;2;2;"Personal Auto";326.4;"Four-Door Car";"Large"
"Oregon";6234.305918;"No";"Extended";"Bachelor";"Unemployed";"M";0;"Rural";"Married";82;26;12;9;"Personal Auto";192.7604;"Two-Door Car";"Large"
"Arizona";7539.600588;"No";"Basic";"College";"Unemployed";"M";0;"Suburban";"Single";74;23;64;2;"Personal Auto";532.8;"Four-Door Car";"Large"
"Nevada";8157.933629;"No";"Premium";"High School or Below";"Employed";"M";86811;"Suburban";"Married";102;19;22;5;"Corporate Auto";489.6;"Four-Door Car";"Small"
"Oregon";13156.74895;"No";"Extended";"High School or Below";"Employed";"M";72517;"Urban";"Married";82;33;27;2;"Personal Auto";371.458196;"Two-Door Car";"Medsize"
"Washington";5107.624201;"No";"Extended";"College";"Unemployed";"M";0;"Suburban";"Single";77;2;71;9;"Personal Auto";554.4;"Four-Door Car";"Small"
"Oregon";5339.388388;"No";"Basic";"Doctor";"Employed";"F";84424;"Urban";"Married";66;18;71;9;"Personal Auto";231.537001;"Four-Door Car";"Medsize"
"California";8649.175023;"No";"Basic";"College";"Employed";"F";43383;"Suburban";"Married";109;7;60;8;"Personal Auto";757.593913;"SUV";"Medsize"
"Oregon";7519.133631;"Yes";"Extended";"High School or Below";"Employed";"M";96306;"Rural";"Divorced";95;12;17;6;"Special Auto";185.355353;"Four-Door Car";"Medsize"
"California";4293.009593;"No";"Basic";"College";"Unemployed";"F";0;"Suburban";"Single";61;18;15;8;"Corporate Auto";292.8;"Two-Door Car";"Large"
"Washington";4529.062612;"No";"Basic";"Master";"Employed";"F";65134;"Urban";"Married";112;28;48;1;"Personal Auto";529.147483;"SUV";"Small"
"Arizona";13160.3389;"No";"Basic";"College";"Employed";"F";94125;"Urban";"Married";109;33;21;2;"Personal Auto";341.680131;"SUV";"Medsize"
"Oregon";13235.54436;"No";"Basic";"College";"Employed";"M";39778;"Suburban";"Married";112;23;49;2;"Personal Auto";806.4;"SUV";"Medsize"
"Oregon";3744.577726;"No";"Basic";"High School or Below";"Unemployed";"F";0;"Suburban";"Single";101;3;32;1;"Personal Auto";727.2;"SUV";"Small"
"Oregon";28486.0728;"No";"Basic";"College";"Employed";"F";91871;"Urban";"Single";102;5;3;2;"Personal Auto";346.845129;"SUV";"Medsize"
"Nevada";2644.684556;"No";"Basic";"Bachelor";"Employed";"M";54000;"Suburban";"Divorced";66;15;45;1;"Corporate Auto";373.881547;"Two-Door Car";"Medsize"
"Oregon";5073.282126;"Yes";"Extended";"Doctor";"Employed";"M";57709;"Suburban";"Married";125;10;26;1;"Personal Auto";600;"SUV";"Medsize"
"Arizona";4272.585137;"No";"Basic";"High School or Below";"Employed";"F";81132;"Urban";"Divorced";107;19;52;1;"Corporate Auto";419.105559;"SUV";"Small"
"California";11003.01645;"No";"Extended";"College";"Employed";"M";22926;"Suburban";"Married";93;1;99;2;"Corporate Auto";479.934846;"Four-Door Car";"Small"
"Arizona";14181.64282;"No";"Basic";"College";"Unemployed";"F";0;"Suburban";"Single";72;15;91;2;"Personal Auto";345.6;"Four-Door Car";"Medsize"
"Washington";8875.965501;"No";"Premium";"Doctor";"Employed";"F";69205;"Urban";"Married";110;20;56;6;"Personal Auto";372.362565;"Four-Door Car";"Medsize"
"Oregon";11077.68591;"No";"Extended";"Bachelor";"Employed";"M";78011;"Urban";"Married";138;14;42;3;"Personal Auto";619.698644;"SUV";"Medsize"
"Oregon";2435.689035;"No";"Basic";"College";"Employed";"M";32931;"Suburban";"Married";62;16;45;1;"Personal Auto";297.6;"Four-Door Car";"Medsize"
"California";8743.852187;"No";"Premium";"Bachelor";"Employed";"F";99517;"Rural";"Divorced";109;2;93;3;"Personal Auto";239.905208;"Four-Door Car";"Medsize"
"Arizona";2409.760898;"No";"Basic";"Bachelor";"Employed";"M";59665;"Urban";"Single";62;33;3;1;"Personal Auto";167.138119;"Two-Door Car";"Medsize"
